Model,MAE,MSE,RMSE,R2,MASE
linear_3f,0.010717599283572616,0.0004458504914650475,0.021115172068089987,0.08854214209222744,0.6442856035732104
ffnn_3f,0.013591042217749339,0.0005798278147234405,0.024079614090002366,-0.18534941214616274,0.8170218541267119
rnn_3f,0.013684170267279297,0.0006068420831203191,0.02463416495683016,-0.24057502628658134,0.8226202218220754
rf_3f,0.009408921008046642,0.0005205181663952416,0.022814867222827346,-0.06410194006006042,0.5656147603814188
