rolling_alpha_3f,naive,linear_3f,ffnn_3f,rf_3f
-0.0295490795839929,-0.0313207275333596,-0.002393732372378207,-0.012836389953442495,-0.027995658993907598
-0.0045404623508886,-0.0043829973701796,0.001963743488157658,-0.008437238360430498,-0.004364546501313911
-0.0035188085130921,0.0002378836264355,0.004042972084090123,-0.005168936790764939,0.0011119599165599402
-0.0140640767332486,-0.0115397678217604,0.00048499015341571246,-0.013772522379954123,-0.011553758382740666
-0.0026258652790435,-0.0030530491069957,0.0028696849054199603,-0.008595658833392694,-0.003432008370100279
-0.0053605649004688,-0.0050411417308838,8.871851834057771e-05,-0.007558291846917149,-0.005214479964438662
-0.0020502373296985,-0.0031709890129976,0.003054450976331744,-0.007679745569241437,-0.0029112854000085835
-0.0045210607686856,-0.0042801525952738,0.0003747296272754231,-0.007146389737526626,-0.003839389052852746
-0.0093067636658218,-0.0042739535877514,0.0012412315470122814,-0.008747024175374488,-0.004766766313984611
0.0029269821389959,0.0024056528656545,0.0038688080188579617,-0.005958662807883644,0.0018851133544451803
-0.0093999000931393,-0.0055566767608976,0.0008263476020633673,-0.009970891174256178,-0.0055676872506056465
-0.0019393861821775,-0.0009440590414892,0.003114741273822659,-0.006070175570551735,-0.0002803273304170684
-0.0014174571406551,-0.0025487101484125,0.003222689240684554,-0.006905346301089035,-0.0032850350205416053
0.0069701320208534,-0.001785525122407,0.003224608883978115,-0.008478013114876937,-0.001905689596675146
-0.0054288344046796,-0.0052348569548107,0.001798669065952876,-0.009106244799333776,-0.008002315074209967
-0.0104329687460666,-0.0077169295375661,0.0004239648668253014,-0.01456590602842682,-0.007673443777818517
0.0040093015289392,0.0032690581595862,0.005185928168743904,0.0011502893993454505,0.0012204462115428868
-0.0056634179169182,-0.0104028988436714,0.0009340574399680106,-0.013814336466952248,-0.009851081378384509
-0.0099169952875814,-0.0071720320106681,0.0006631559031805801,-0.013955955921922569,-0.00722718103001152
-0.0047353681205573,-0.0063031167846965,0.001396773671225351,-0.010825973176983649,-0.0063000631650112745
-0.0027861823558274,-0.0026130134251114,0.0030780280174327133,-0.007446520422909945,-0.0024934522272502
-0.0004105620005767,-0.0019721314602661,0.0023913032285093686,-0.00774400148893924,-0.0018443341726858081
-0.0068999860255784,-0.0057799449432993,0.0008141522253936333,-0.012244727944598344,-0.00531164556000869
-0.0047535619907075,-0.0076603368530525,0.0019795351177487003,-0.010475836565743992,-0.009101535710751755
-0.0019774722968111,-0.0032002405002377,0.003154788676003459,-0.00698694319800363,-0.0026098288705061643
0.0020567581368119,0.0064377706344642,0.0037717026351275274,-0.0029647527757567828,0.0055566243962264575
-0.0019444343073646,-0.0018001467904169,0.0031773308726912456,-0.003961030693928239,-0.0024123837072905015
0.0088723386175246,0.0059557736930456,0.004975691664787427,0.0007259318463913936,0.007100346844183469
0.0098886133922867,0.0092596183348565,0.005734952885525073,0.002656592228729193,0.008239124407725456
-0.0130011474296801,-0.0098669068887881,0.0008116673554349789,-0.012838342978994142,-0.010194904559560044
7.916013769757729e-05,-6.347378216303018e-05,0.0034639615449156788,-0.005311414680382943,0.0007033529441892132
-0.0008806765905387,-0.002169734779216,0.002219020421776215,-0.007134778867320522,-0.001976324717873212
-0.0038618216184973,-0.0057630452363289,0.0013009651623449223,-0.010085214405059863,-0.0052477401242477465
-0.0052004523334714,-0.0077957909952424,0.0015071167257376854,-0.012714855737905924,-0.00811344812178775
0.0078489015696538,0.0052146702829984,0.0032219737958643115,-0.001031013728317846,0.006307624605016952
-0.0048342646437683,-0.0061161247772564,0.0020533131889465686,-0.010796688302797255,-0.00802472940023909
0.0016430624466859,-0.0017093634095987,0.002779497654483391,-0.006457104351770857,-0.0010819432977954666
-0.0299638717995256,0.0622448993455181,0.015437553453141033,0.008830010455185992,0.021539492119718992
-0.0088857872307221,-0.0127716100521956,-0.0005466552788896055,-0.015816252001910718,-0.011712751698654055
-0.005609202966917,-0.0069513185261299,0.0019194656544919044,-0.01149077854901203,-0.01040656857247748
-0.0037959090410931,-0.0056933915474314,0.0013495030815265483,-0.011733032341040957,-0.0051469023922785006
0.0118832056571936,0.0051155230241382,0.004831164639679795,-0.0022292466098008702,0.006579172968775464
0.0154238369092163,0.0781157447308903,0.019479730555904844,0.008830010455185992,0.018194397777514307
0.0071680727910585,0.0060297215809989,0.005076189120867269,0.0009739571279324608,0.00487483554957363
0.0044792155192405,0.0005332434770177,0.004131253343026298,-0.002911671969281087,0.001439394702151108
-0.0004653716316791,-0.0017697129724317,0.0023200235962332143,-0.006974344981095212,-0.0017578725339507516
0.0004561087394875,-0.0005528031139769,0.003411720221183622,-0.006733646832950102,0.0007620476996942829
-0.0004456835622741,-0.0030353344379249,0.0029501196403287776,-0.009314424082656567,-0.0029029568589451645
0.0007906103723132,-0.0045546148989302,0.0035526973985699796,-0.005930225540606279,-0.004702503984174211
-0.0181665670281902,-0.0217857140839295,0.0002485297639696969,-0.012916410327318002,-0.0159102267106825
-0.0068567579036305,-0.0053711186669608,0.0032350687942065306,-0.00878224014097986,-0.006116377403230054
-0.0010568493361538,-0.0036300031179011,0.0031810555094282794,-0.009780489978990024,-0.003308862904725203
-0.0002231045141188,-0.002793383703499,0.0032404833961884624,-0.009020691191936644,-0.0033729218063425666
-0.0085456672491668,-0.0040654770079871,0.0017757223521515067,-0.00888924332906085,-0.0036995218411524314
-0.0272324643349287,-0.0343669437897763,-0.0017538534149938619,-0.007317930671940528,-0.026443191434018944
-0.0102863851228148,-0.006192812184448,0.0002933654526963139,-0.009713444860469371,-0.0067838153818494725
0.0013931131653386,0.0001343317792407,0.0033790337166601436,-0.005219702601529246,0.0008552220449526897
-0.0041642164214757,-0.0060344977895607,0.0007203526660548774,-0.008946448514314333,-0.005283944173887373
-0.0067255127967803,-0.0033796107293242,0.0013409273578581624,-0.008000735665012117,-0.004290535719133423
-0.0151885256915406,-0.0098920499362433,0.0011865782694046075,-0.012982023738384418,-0.010526423153933309
-0.0085693297377563,-0.0089625800072145,0.0015875596414413298,-0.012895360068687842,-0.008126607585801797
-0.0047861946269443,-0.0046069940610289,0.0019243021684205277,-0.00863308368238732,-0.004762650176584921
-0.0070213121973831,-0.0036673793094984,0.0012315619069635242,-0.008011709648114027,-0.004820513693643963
-0.0026635404490235,-0.0050542482994278,0.001600836336470677,-0.009813045065830656,-0.005521266201504812
-0.011274723937599,-0.0177937342675882,-0.0004191531685864432,-0.01859204594875601,-0.017624251253180387
0.0074893284032537,0.007680427711064,0.0064292686371805585,0.004745302354781071,0.008594988452789701
-0.0042993714276312,-0.0058233493175977,0.00225083975343879,-0.010273134212401912,-0.012933547751226475
-0.0076698379851549,-0.0064313309551045,0.00075491435038022,-0.01272054600049995,-0.005908734407937457
-0.0021525060974882,-0.0019882143159532,0.0031961809836578516,-0.0069370932441663626,-0.0016920221612398707
0.0034859251358553,0.0029403503564204,0.0033877841084706153,-0.003276361050701568,0.001747281486155879
-0.0213843407784056,-0.022214412001916,-0.0009337600391451273,-0.007831266058619474,-0.023617398236054105
-0.0048040966284523,-0.0095697999925213,0.001090441317624063,-0.012519870707688036,-0.006886509210548725
-0.0066060380003206,-0.0033581032656676,0.0012868704475317873,-0.007819534370873241,-0.004200441988296968
-0.0098937511337687,-0.0049337769520311,0.0009133440898512653,-0.00812091399736824,-0.005022077915084645
-0.0003181315243561,0.0009013702332643,0.0035679786200727556,-0.004732276880060183,0.0003226804100594246
0.0029535363771023,0.0010133338256035,0.00371963451338398,-0.0043818396115155,0.0003778229571321946
-0.0045014501826737,-0.0043480798469862,0.002070968824899839,-0.00959729424642361,-0.004656992812806379
-0.0038577844146076,-0.0052052312466077,0.0016534577110318988,-0.009622803090540265,-0.005045998760623683
-0.0048638082212463,-0.0064858637280774,0.0013305782709806106,-0.010822990367483808,-0.007146745398802824
-0.0095165634551703,-0.004835681902113,0.002016109325177416,-0.010540014987285316,-0.006437220266604034
-0.0014141803363729,-0.0025429801839049,0.0027784104713236635,-0.005251921999949734,-0.002155814789639855
-0.0058538724933393,-0.0097117395026024,0.0012754327128909843,-0.013180751842963832,-0.007574890613315329
-0.004768832448344,-0.0067283930395079,0.0006015006937327538,-0.009525590583178669,-0.005388955595031785
-0.0095310192779208,-0.0056054407447992,0.0006955464354854596,-0.009964624323486805,-0.006005962155413043
-0.0019659809238942,-0.0017993336576248,0.0031867162802243503,-0.00676448235739199,-0.0017208284326692585
-0.0137293897835436,-0.009382850516854,0.0005948349609628397,-0.012651721622959036,-0.009528804853719812
-0.0031386154401578,-0.000516716947145,0.0022002469333596165,-0.007105692757264123,-0.0012000479177978352
-0.0004156211115637,-0.0030096322332192,0.003426877532665989,-0.008450889313402956,-0.0028807145382471417
0.0032398254742912,0.0014346969193327,0.0030211887821794043,-0.005023567991841969,0.0010132695253991905
-0.0042227799852394,-0.0039784914579144,0.000319933025899983,-0.006612774846667382,-0.004087522805414329
0.0078366594758403,-0.0009361697202081,0.0033944892742537496,-0.007852094749058559,0.00016813803399925566
-0.0061700669860763,-0.0077169939885778,0.0017887593203087004,-0.007947581831024276,-0.008407910562850477
-0.0047545684310791,-0.0063298592982826,0.0013161988890991396,-0.010436006170925792,-0.006123360228168484
-0.007183270713377,-0.0137544669823195,0.0006530893175795503,-0.014538883774043602,-0.011254717284711264
-0.005946458627842,-0.0074982165258119,0.00213117431042045,-0.007413926711804547,-0.009587767975893212
-0.0001129194209897,-0.0016952695562104,0.0028731487086428105,-0.007173308036099179,-0.0012859982435309467
-0.0097537608635551,-0.004928737591686,0.0019039769988271717,-0.010201812725835233,-0.006507907940828355
-0.0005932502237116,-0.0019462305231849,0.0024399486780067045,-0.007566660211452483,-0.000990877905505796
-0.0066196316624044,-0.0104848137018711,0.000760230415980775,-0.012980352777834655,-0.009324843303208295
-0.0043419456711489,-0.005075040766497,0.00283009464763365,-0.008039609668621623,-0.005634696690985447
-0.0055824606159705,-0.0071913354161989,0.0011667629671550746,-0.01120238150809929,-0.007135390982918003
-0.0011948841971308,-0.0023372186792895,0.003095304907910205,-0.005919171652006311,-0.003647396287982272
-0.0060384432157728,-0.0099152301158483,0.0010906778075390289,-0.01296941825551359,-0.008859958252384847
-0.0006039209253051,0.0005902737711978,0.003568940142164682,-0.004917131083218311,0.00027635870570278087
-0.003948784357721,-0.0058760036421473,0.0007617235518880152,-0.008768545353104954,-0.005212409337882473
0.0028959428727456,0.002345249723131,0.0034575616074482376,-0.0035452114939754018,0.0013694116559126344
-0.0060886122345332,-0.0031637994446621,0.002839469428518144,-0.008470215622553734,-0.003220789175309878
-0.0061481006956137,-0.0076895282723387,0.0021653721673291944,-0.011096058556239151,-0.008554588849398007
-0.0067488712140475,-0.0083010993742336,0.0020159276201888445,-0.011049379894486542,-0.008578648392800143
