rolling_alpha_3f,linear_3f,ffnn_3f,rf_3f,rnn_3f
-0.0295490795839929,-0.0023937323723782,-0.0128363899534424,-0.0279956589939075,-0.004630932
-0.0045404623508886,0.0019637434881576,-0.0084372383604304,-0.0043645465013139,-0.0054322905
-0.0035188085130921,0.0040429720840901,-0.0051689367907649,0.0011119599165599,-0.004036817
-0.0140640767332486,0.0004849901534157,-0.0137725223799541,-0.0115537583827406,-0.0057435185
-0.0026258652790435,0.0028696849054199,-0.0085956588333926,-0.0034320083701002,-0.0048091863
-0.0053605649004688,8.871851834057771e-05,-0.0075582918469171,-0.0052144799644386,-0.008380318
-0.0020502373296985,0.0030544509763317,-0.0076797455692414,-0.0029112854000085,-0.003835495
-0.0045210607686856,0.0003747296272754,-0.0071463897375266,-0.0038393890528527,-0.007741608
-0.0093067636658218,0.0012412315470122,-0.0087470241753744,-0.0047667663139846,-0.007084781
0.0029269821389959,0.0038688080188579,-0.0059586628078836,0.0018851133544451,-0.0059710653
-0.0093999000931393,0.0008263476020633,-0.0099708911742561,-0.0055676872506056,-0.005856832
-0.0019393861821775,0.0031147412738226,-0.0060701755705517,-0.000280327330417,-0.0043328125
-0.0014174571406551,0.0032226892406845,-0.006905346301089,-0.0032850350205416,-0.0039976877
0.0069701320208534,0.0032246088839781,-0.0084780131148769,-0.0019056895966751,-0.0041540265
-0.0054288344046796,0.0017986690659528,-0.0091062447993337,-0.0080023150742099,-0.0056599732
-0.0104329687460666,0.0004239648668253,-0.0145659060284268,-0.0076734437778185,-0.0053140973
0.0040093015289392,0.0051859281687439,0.0011502893993454,0.0012204462115428,-0.0030911197
-0.0056634179169182,0.000934057439968,-0.0138143364669522,-0.0098510813783845,-0.006697344
-0.0099169952875814,0.0006631559031805,-0.0139559559219225,-0.0072271810300115,-0.0051198634
-0.0047353681205573,0.0013967736712253,-0.0108259731769836,-0.0063000631650112,-0.005329029
-0.0027861823558274,0.0030780280174327,-0.0074465204229099,-0.0024934522272502,-0.0048227515
-0.0004105620005767,0.0023913032285093,-0.0077440014889392,-0.0018443341726858,-0.004900836
-0.0068999860255784,0.0008141522253936,-0.0122447279445983,-0.0053116455600086,-0.004591218
-0.0047535619907075,0.0019795351177487,-0.0104758365657439,-0.0091015357107517,-0.005566238
-0.0019774722968111,0.0031547886760034,-0.0069869431980036,-0.0026098288705061,-0.0045255595
0.0020567581368119,0.0037717026351275,-0.0029647527757567,0.0055566243962264,0.00035112712
-0.0019444343073646,0.0031773308726912,-0.0039610306939282,-0.0024123837072905,-0.007653155
0.0088723386175246,0.0049756916647874,0.0007259318463913,0.0071003468441834,-0.0011998253
0.0098886133922867,0.005734952885525,0.0026565922287291,0.0082391244077254,0.00047998375
-0.0130011474296801,0.0008116673554349,-0.0128383429789941,-0.01019490455956,-0.0058480934
7.916013769757729e-05,0.0034639615449156,-0.0053114146803829,0.0007033529441892,-0.004042852
-0.0008806765905387,0.0022190204217762,-0.0071347788673205,-0.0019763247178732,-0.0045690225
-0.0038618216184973,0.0013009651623449,-0.0100852144050598,-0.0052477401242477,-0.004924365
-0.0052004523334714,0.0015071167257376,-0.0127148557379059,-0.0081134481217877,-0.0049198074
0.0078489015696538,0.0032219737958643,-0.0010310137283178,0.0063076246050169,-0.0006938338
-0.0048342646437683,0.0020533131889465,-0.0107966883027972,-0.008024729400239,-0.006839299
0.0016430624466859,0.0027794976544833,-0.0064571043517708,-0.0010819432977954,-0.0053430647
-0.0299638717995256,0.015437553453141,0.0088300104551859,0.0215394921197189,-0.004625146
-0.0088857872307221,-0.0005466552788896,-0.0158162520019107,-0.011712751698654,-0.006709773
-0.005609202966917,0.0019194656544919,-0.011490778549012,-0.0104065685724774,-0.006851898
-0.0037959090410931,0.0013495030815265,-0.0117330323410409,-0.0051469023922785,-0.000954111
0.0118832056571936,0.0048311646396797,-0.0022292466098008,0.0065791729687754,-0.0022814958
0.0154238369092163,0.0194797305559048,0.0088300104551859,0.0181943977775143,-0.009491403
0.0071680727910585,0.0050761891208672,0.0009739571279324,0.0048748355495736,-0.0013391752
0.0044792155192405,0.0041312533430262,-0.002911671969281,0.0014393947021511,-0.004550072
-0.0004653716316791,0.0023200235962332,-0.0069743449810952,-0.0017578725339507,-0.004332066
0.0004561087394875,0.0034117202211836,-0.0067336468329501,0.0007620476996942,-0.0033196257
-0.0004456835622741,0.0029501196403287,-0.0093144240826565,-0.0029029568589451,-0.003957419
0.0007906103723132,0.0035526973985699,-0.0059302255406062,-0.0047025039841742,-0.005457205
-0.0181665670281902,0.0002485297639696,-0.012916410327318,-0.0159102267106825,-0.003965343
-0.0068567579036305,0.0032350687942065,-0.0087822401409798,-0.00611637740323,-0.0050790026
-0.0010568493361538,0.0031810555094282,-0.00978048997899,-0.0033088629047252,-0.0031905342
-0.0002231045141188,0.0032404833961884,-0.0090206911919366,-0.0033729218063425,-0.0030262773
-0.0085456672491668,0.0017757223521515,-0.0088892433290608,-0.0036995218411524,-0.005399219
-0.0272324643349287,-0.0017538534149938,-0.0073179306719405,-0.0264431914340189,-0.004070205
-0.0102863851228148,0.0002933654526963,-0.0097134448604693,-0.0067838153818494,-0.0068644616
0.0013931131653386,0.0033790337166601,-0.0052197026015292,0.0008552220449526,-0.004142084
-0.0041642164214757,0.0007203526660548,-0.0089464485143143,-0.0052839441738873,-0.0066567166
-0.0067255127967803,0.0013409273578581,-0.0080007356650121,-0.0042905357191334,-0.005450508
-0.0151885256915406,0.0011865782694046,-0.0129820237383844,-0.0105264231539333,-0.006687376
-0.0085693297377563,0.0015875596414413,-0.0128953600686878,-0.0081266075858017,-0.006038641
-0.0047861946269443,0.0019243021684205,-0.0086330836823873,-0.0047626501765849,-0.005473652
-0.0070213121973831,0.0012315619069635,-0.008011709648114,-0.0048205136936439,-0.00575184
-0.0026635404490235,0.0016008363364706,-0.0098130450658306,-0.0055212662015048,-0.005643997
-0.011274723937599,-0.0004191531685864,-0.018592045948756,-0.0176242512531803,-0.003929689
0.0074893284032537,0.0064292686371805,0.004745302354781,0.0085949884527897,-0.0011756826
-0.0042993714276312,0.0022508397534387,-0.0102731342124019,-0.0129335477512264,-0.005865439
-0.0076698379851549,0.0007549143503802,-0.0127205460004999,-0.0059087344079374,-0.0043465737
-0.0021525060974882,0.0031961809836578,-0.0069370932441663,-0.0016920221612398,-0.0046513756
0.0034859251358553,0.0033877841084706,-0.0032763610507015,0.0017472814861558,-0.0040034093
-0.0213843407784056,-0.0009337600391451,-0.0078312660586194,-0.0236173982360541,-0.0071243015
-0.0048040966284523,0.001090441317624,-0.012519870707688,-0.0068865092105487,-0.007049576
-0.0066060380003206,0.0012868704475317,-0.0078195343708732,-0.0042004419882969,-0.0057523507
-0.0098937511337687,0.0009133440898512,-0.0081209139973682,-0.0050220779150846,-0.008572103
-0.0003181315243561,0.0035679786200727,-0.0047322768800601,0.0003226804100594,-0.0034211925
0.0029535363771023,0.0037196345133839,-0.0043818396115155,0.0003778229571321,-0.003551506
-0.0045014501826737,0.0020709688248998,-0.0095972942464236,-0.0046569928128063,-0.0049875085
-0.0038577844146076,0.0016534577110318,-0.0096228030905402,-0.0050459987606236,-0.0054576416
-0.0048638082212463,0.0013305782709806,-0.0108229903674838,-0.0071467453988028,-0.00551615
-0.0095165634551703,0.0020161093251774,-0.0105400149872853,-0.006437220266604,-0.0044580265
-0.0014141803363729,0.0027784104713236,-0.0052519219999497,-0.0021558147896398,-0.0041314666
-0.0058538724933393,0.0012754327128909,-0.0131807518429638,-0.0075748906133153,-0.006150665
-0.004768832448344,0.0006015006937327,-0.0095255905831786,-0.0053889555950317,-0.0068061356
-0.0095310192779208,0.0006955464354854,-0.0099646243234868,-0.006005962155413,-0.005997919
-0.0019659809238942,0.0031867162802243,-0.0067644823573919,-0.0017208284326692,-0.0045315833
-0.0137293897835436,0.0005948349609628,-0.012651721622959,-0.0095288048537198,-0.005571913
-0.0031386154401578,0.0022002469333596,-0.0071056927572641,-0.0012000479177978,-0.0034128143
-0.0004156211115637,0.0034268775326659,-0.0084508893134029,-0.0028807145382471,-0.00345437
0.0032398254742912,0.0030211887821794,-0.0050235679918419,0.0010132695253991,-0.0037924708
-0.0042227799852394,0.0003199330258999,-0.0066127748466673,-0.0040875228054143,-0.007972544
0.0078366594758403,0.0033944892742537,-0.0078520947490585,0.0001681380339992,-0.0037505068
-0.0061700669860763,0.0017887593203087,-0.0079475818310242,-0.0084079105628504,-0.0054092766
-0.0047545684310791,0.0013161988890991,-0.0104360061709257,-0.0061233602281684,-0.0056581665
-0.007183270713377,0.0006530893175795,-0.0145388837740436,-0.0112547172847112,-0.006954663
-0.005946458627842,0.0021311743104204,-0.0074139267118045,-0.0095877679758932,-0.0047561913
-0.0001129194209897,0.0028731487086428,-0.0071733080360991,-0.0012859982435309,-0.003978549
-0.0097537608635551,0.0019039769988271,-0.0102018127258352,-0.0065079079408283,-0.0046979734
-0.0005932502237116,0.0024399486780067,-0.0075666602114524,-0.0009908779055057,-0.0040852237
-0.0066196316624044,0.0007602304159807,-0.0129803527778346,-0.0093248433032082,-0.007879087
-0.0043419456711489,0.0028300946476336,-0.0080396096686216,-0.0056346966909854,-0.0046102297
-0.0055824606159705,0.001166762967155,-0.0112023815080992,-0.007135390982918,-0.005747725
-0.0011948841971308,0.0030953049079102,-0.0059191716520063,-0.0036473962879822,-0.0030962802
-0.0060384432157728,0.001090677807539,-0.0129694182555135,-0.0088599582523848,-0.0068211155
-0.0006039209253051,0.0035689401421646,-0.0049171310832183,0.0002763587057027,-0.0031033116
-0.003948784357721,0.000761723551888,-0.0087685453531049,-0.0052124093378824,-0.0065489556
0.0028959428727456,0.0034575616074482,-0.0035452114939754,0.0013694116559126,-0.0040127
-0.0060886122345332,0.0028394694285181,-0.0084702156225537,-0.0032207891753098,-0.004499341
-0.0061481006956137,0.0021653721673291,-0.0110960585562391,-0.008554588849398,-0.0047189477
-0.0067488712140475,0.0020159276201888,-0.0110493798944865,-0.0085786483928001,-0.0046686274
-0.0222231022455011,-0.0011026381777421,-0.007608702754838,-0.0239416727916856,-0.0068697585
-0.0045061583410848,0.0020510867795524,-0.009499106263381,-0.0046717215998222,-0.0050535672
-0.0024096816735627,0.0027570084555156,-0.0086147977633949,-0.0025159618845592,-0.0051546586
-0.0075881846025697,0.0010600414770391,-0.00888100008124,-0.0046513327106003,-0.0057860985
-0.0046621819402422,0.0014695954168731,-0.0116692416223281,-0.0116667939477066,-0.005403977
-0.0070201972285541,0.0005771630291478,-0.0123578181902435,-0.0067632274190728,-0.005169884
-0.0058618818891204,0.001073271620024,-0.0120705557884463,-0.0073358611937494,-0.0057674567
-0.0010712274061439,0.0024942251197195,-0.0075649169379483,-0.0031654901775577,-0.0047765034
0.0007301636150111,0.0035897488664053,-0.004818459046488,0.0003957246649332,-0.0038189436
0.0016614413183685,0.0027463398895143,-0.0066186755114549,-0.0011844248191891,-0.0049513606
0.001986419280602,0.0031610809723975,-0.006568389716882,-0.0006013690816876,-0.004469723
-0.0002348542648729,0.0024990979822447,-0.0074210320951767,-0.0017266270446083,-0.0045854845
-0.0174983307682742,0.001142923740207,-0.0102843973603539,-0.0154095268830145,-0.0040631783
-0.0076436992703795,0.0012220361554236,-0.0078887077532115,-0.0042546087843876,-0.0067274026
-0.0040233255550459,0.0009494628494024,-0.0090377541588908,-0.0054310515300612,-0.0061402177
0.0099791979876457,0.0051751798787583,0.005978698866045,0.0114525722308325,0.0028592837
-0.0021271664568518,0.0140281552244432,0.0088300104551859,0.013410846497233,-0.003926189
-0.0016885597924728,0.0027887620441903,-0.0112488282333475,-0.0038848203852319,-0.0044202744
-0.0027652563606946,0.0025819698952899,-0.0081749176676334,-0.0044709470100617,-0.0055926605
-0.004384632114878,0.0021662701889723,-0.0089412547904543,-0.0141528555498982,-0.005110323
-0.0094378255127439,0.0008162662542941,-0.0103426287846308,-0.0055504970512817,-0.0056970255
-0.0051271088494853,0.0020246943655831,-0.0109921700990321,-0.0089759169674912,-0.006800696
-0.0056954094396128,0.0012929855680318,-0.0124449821270539,-0.0100882971269121,-0.0061025764
0.00099309931611,0.0023824755316793,-0.0075063766308162,-0.0026556025458218,-0.0059988894
-0.0068374669668451,0.0018832420370727,-0.009549230719679,-0.0038202806236432,-0.004161581
-0.0073264155510952,0.0015079895881629,-0.0099637218042125,-0.0039306987034054,-0.0044434983
0.0384870799073537,0.0128651898962237,0.0088300104551859,0.0175268333369669,-0.0028664707
0.001025193462356,0.0036029605728507,-0.0058160711893305,-0.0031049494481605,-0.0052782358
-0.0129065978771778,2.9998588313965083e-05,-0.0136883229454696,-0.0116389747173613,-0.0071103056
-0.0006213063227871,0.0146197524635251,0.0088300104551859,0.0173726167636961,-0.0038136481
-0.0004652380083025,0.0012772481762522,-0.0078080279052172,0.0089104756177976,-0.0011203218
-0.0131475734689453,-0.0001229645278083,-0.0140962230980653,-0.0117352386303127,-0.0076484256
-0.0022834318617165,0.0022640798772866,-0.0090844203907774,-0.0040631314238386,-0.005776081
0.001521929410203,0.0029981403517143,-0.0071313247557958,-0.0018019845784096,-0.004836327
-0.0023398256030025,0.0023546015892678,-0.0094203554992652,-0.0042750349302377,-0.005415396
0.0036674336685535,0.0045660817850854,-0.0011748417491794,0.002586461281552,-0.0019745827
-0.009804189607542,0.0005081479795332,-0.0135674886866351,-0.0092832157331757,-0.0045972248
-0.0073553804022697,0.0010992485453571,-0.0088147845160828,-0.0046312621163079,-0.005542648
-0.0010446318694234,0.002376140382631,-0.0077123225006104,-0.0028539839287688,-0.0049236896
-0.0031288825067256,0.0025920588628179,-0.0091063256666844,-0.0049383581005496,-0.005074436
-0.0097895914323745,0.0002073101561997,-0.010444143716301,-0.0060461901154635,-0.0069592413
-0.0082390320573331,0.0011269894727586,-0.007911152903371,-0.0046035236629038,-0.0064997873
-0.0075454800273245,0.0010887864433077,-0.0101950744878984,-0.0046867623795522,-0.0050359336
-0.0082903353568388,0.0012078433139192,-0.0076127860436541,-0.004139699926799,-0.006887016
-0.0140887063045067,-0.0001097153092217,-0.0143201785200761,-0.0110514928991791,-0.007265367
2.305558510257502e-05,0.0041535810527663,-0.002782667246082,0.0002781680356171,-0.0041452544
0.0037333563017394,0.0038373273980059,-0.0028689341911202,0.0012667286873168,-0.003136875
0.0104552458979867,0.0066168950905351,0.0023412485233872,0.0042940883645114,-0.0022119773
-0.0014855578331004,0.0025133902636266,-0.0087576284082055,-0.0031302267664645,-0.005214823
-0.000265866116357,0.0023454875498188,-0.0073866006532955,-0.0040817404551087,-0.005195197
-0.0004631190471532,0.0035111711788326,-0.004816794307241,0.0002020879224835,-0.0034946087
-0.0019249250658313,0.0033006110978368,-0.0062467057537542,-0.0015768036847111,-0.004417518
-0.0002101065253517,0.0035639043319269,-0.0045655171654321,0.0003509294148976,-0.0033702967
-0.0016756585868201,0.0024779307158858,-0.0089392130372799,-0.0037326858618551,-0.005270361
-0.0121874434734665,0.0009021297183795,-0.0134060296820058,-0.0095575589872114,-0.0049261223
-0.0030820241440186,0.0019927867035304,-0.0059605015693574,-0.0004023874979816,-0.0041962643
-0.0008521432547799,0.002242345335037,-0.007844729511081,-0.00238630385034,-0.003924751
-0.0028609842836447,0.0024696011861813,-0.0087871836025851,-0.0049622534980313,-0.0052147903
-0.0642609718739927,0.0128511076145315,0.0141593067411909,0.017215165088911,-0.0018992018
-0.0018948062754122,0.0024387693932069,-0.0090880807940713,-0.0040842164773782,-0.0053335554
-0.0009432578051742,0.0022580581160081,-0.0085359420755936,-0.0033570004985447,-0.004462638
-0.005334786291926,0.0020430869725966,-0.0111733701935428,-0.0112173571040201,-0.0065228012
-0.0051943477043754,0.0012654490243071,-0.0119870464620041,-0.0084948522885079,-0.005230923
0.0137874910137847,0.0126115509649386,0.0088300104551859,0.0106780344062338,-0.0011230087
-0.0044883262211356,0.0015758877368984,-0.0120439938861345,-0.0114743473727384,-0.004871309
-0.0004086405479589,0.0026192933550447,-0.0070091243907891,-0.0018108730040121,-0.004589179
-0.0015307393710227,0.0038659887531841,-0.0048880902422427,-0.0020726484523284,-0.004952689
0.0011069901686094,0.0032667123403546,-0.0057187214983872,0.0003353651529527,-0.0057506766
-0.0150769582561869,0.0016753134072168,-0.0138235143690432,-0.0085590307154677,-0.005362438
-0.0133635486514293,-0.0001512160344172,-0.0142195175115053,-0.0105802034504237,-0.0075630234
-0.0130407254033632,-6.832131843248165e-05,-0.012663349488367,-0.0108768418558925,-0.007625381
0.0038129144498077,0.0039565053697943,-0.0025375484857435,0.0012899214863241,-0.0027411212
0.0063316704840154,0.0034213206928535,-0.00583761026426,0.0011872026177167,-0.0029036785
-0.0003615674970537,0.0035081506801795,-0.0050631275135691,0.0002959443568034,-0.0035579228
0.0040286911292946,0.0045577083314092,-0.0014217204309414,0.00452315587549,-0.0025323676
-0.012379297661068,-0.0005432887441434,-0.010115889790068,-0.0074543807456149,-0.0076438277
-0.0002166321258885,0.0026556743642872,-0.0067574972143479,-0.00161580835876,-0.00459293
0.0005317206672925,0.0036578310658161,-0.0045168761103508,0.000560539148121,-0.0036198837
0.0018545098946317,0.0031504169473977,-0.0067582379196167,-0.0009421613510561,-0.004498568
-0.0002697705708809,0.0023518045129616,-0.007378570076798,-0.0040470735592391,-0.005237553
-0.0126837021882087,-0.00012269117859,-0.0144580537212933,-0.0111942753029623,-0.0060565006
0.0001689326941766,0.0034359158866811,-0.0069829304197752,-0.0074629907194159,-0.00520968
-0.0195706428152055,-0.0019103134127861,-0.0126439329467319,-0.0256773205666119,-0.0072093797
0.0004477341480795,0.0035219894801229,-0.0122825121902102,-0.0058814908895567,-0.002758184
0.0009347555408671,0.002418759395393,-0.0077458056687737,-0.0027932301586134,-0.006213095
0.0145943647040268,0.0046424903143186,-0.0002426205969369,0.0058560234021351,-0.0023167022
