rolling_alpha_4f,linear_4f,ffnn_4f,rf_4f,rnn_4f
-0.0199838782764071,-0.0026644986815847,-0.0181210839038104,-0.0193551293968049,0.0047293156
-0.0045871008686304,0.000679524114913,-0.0053292580646759,-0.0010368169221333,0.0015972054
-0.0128393159885568,0.002242414586209,-0.0021563179859489,-0.0001090971981394,0.004024098
-0.0179657827229041,-0.001164528055869,-0.0081720740096291,-0.0146117380642581,-0.004442867
-0.0055460576173367,0.001214364732395,-0.0041549587244035,-0.0036125778634276,0.000839564
-0.0039610627991778,-0.0008364160624355,-0.0051944882697781,0.0004976832666395,-0.0029062796
-0.0028039838336576,0.0013733475662403,-0.0042161631026835,0.0009817981967076,0.003937933
-0.0030975250881613,-0.0004947015083768,-0.0036597282970305,-0.0001166443483645,-0.0017193704
-0.0105101095053866,-0.0002932764124672,-0.0050698118939849,-0.0044922619506321,-0.0019899588
0.003900625174194,0.0023096852223682,-0.0011104531903922,-0.0007245204627308,0.004880207
-0.0091102979575958,-0.0001970506152764,-0.005124258501275,-0.0014647048505938,0.0020900597
-0.0036306376483819,0.0015010456621169,-0.0043107397294308,-0.0002552189939987,0.0038306867
-0.0021403258157133,0.001736491534534,-0.0050879758048359,0.0008717330914641,0.0042916574
0.0023771762883703,0.0009651643144203,-0.0072994832176006,-0.0034841166799705,0.0012531417
-0.0054327906229041,0.0005252133890116,-0.005821668593883,-0.0044120434265613,0.0011345329
-0.0141353471281119,-0.0011881705749843,-0.0068851288726639,-0.0123851575833695,-0.0039883126
0.0061291748637725,0.0038996790504423,0.0015178365801439,0.0042434440680369,0.011252801
-0.0011274597379473,0.0004727160481763,-0.0071427389401365,-0.0007332990292162,0.0023599197
-0.0136164871742894,-0.0009262041258961,-0.0066202731586648,-0.0107829152348111,-0.0035002213
-0.0019747244895963,0.0009295465037758,-0.0037557699542482,-0.0004842242999927,0.0026565662
-0.0056602233857227,0.0012751364393853,-0.0050455230643445,-0.0028022663041029,0.0021753153
-0.0022614685284269,0.0007000857234058,-0.0051838967496568,-0.0001243811327797,0.00083300506
-0.0087307492946172,-0.0001849641560403,-0.0048401978006724,-0.0084244623934751,-0.0027619852
-0.0036439645134657,0.0009383451117472,-0.0072589739032686,-0.0033549680610559,0.00367609
7.893223034960428e-06,0.0022965011437199,-0.0026492659501953,-0.0013557337884709,0.0044822427
-0.0048224746826339,0.0016197622299585,-0.0018642241399241,-0.0013412148012545,0.0013724399
-0.0048082635422831,0.0014346930951638,0.0040092078931504,-0.0016426714326936,0.009210193
0.0066446055420956,0.0034827382904731,0.0017141870898613,0.0043149032532799,0.007480858
0.0126724202291667,0.0052312000333449,0.0074074647581803,0.0129696627937005,0.012831599
-0.0182895583348638,-0.0012892224895352,-0.0088890752785846,-0.0147438664757073,-0.0051685064
-0.0009999610574316,0.0019493354774885,-0.0027988569970707,-0.0011980030562409,0.004065109
-0.0003679867614755,0.0013152538585955,-0.0028510016911941,-0.0014763415263473,0.0024393257
-0.0047439142052975,0.0003610966156801,-0.0051710910072611,-0.0049198779363062,-0.001641655
-0.0073631536971706,0.0002502626149294,-0.0070427372667902,-0.0090881954974644,-0.0014455108
-0.0042629826641655,0.0002631583440895,-0.0051670232679612,-0.008236980952825,-0.003738733
-0.0055852105612662,0.0006203842861544,-0.0050345043160456,-0.0036543023807749,0.0010506298
0.0018327320721798,0.0014619499279217,-0.0028487475091507,-0.0010693589883568,0.004176376
-0.0299638717995256,0.0146540639407776,0.0204054115263472,0.0208080198672586,0.028914297
-0.0087711011512745,-0.0014760312934838,-0.0087282661185451,-0.011773528061169,-0.0034780381
-0.0063626809489887,0.0005062210023806,-0.0055393757784281,-0.0065167683001018,0.00074911816
-0.0046932433521086,0.0003337499160619,-0.0097904112631607,-0.0046339267770252,-0.009354766
0.0091229988806331,0.0031957230838199,0.0016891250709309,0.002191756871175,0.006208899
0.0154238369092163,0.0184728543709795,0.0201626865456926,0.019701551548161,0.032963045
0.0110528273560706,0.0045492723858822,0.0055318232462757,0.0098935317166366,0.012740974
0.0083652382500381,0.0032517113506733,0.0008057991964139,0.0044807292359436,0.011349515
4.570309146486283e-05,0.0014267943243667,-0.0025844433222965,-0.0011353427226058,0.0027918317
-0.0041590924054826,0.0015927718728711,-0.003942762361085,-0.0036220210239094,0.0012318481
-0.006416222542718,0.0001913241102911,-0.0099305723487193,-0.01039513979389,-0.0010708448
0.0017770865833346,0.002297118667264,-0.0041336596020843,0.0004589479083373,0.0055006617
-0.0269976762384699,-0.0027723550674012,-0.0138008471873822,-0.0288686310708795,-0.0036193728
-0.0054999853209014,0.0022173597538351,-0.00382245029353,0.0006027799355417,0.0034230687
-0.0070322735910333,0.0006036800893389,-0.00913280707725,-0.0088862840796033,-0.0004973059
-0.0061857918087365,0.0005737510983198,-0.0080673645397427,-0.0099452578622183,0.00018105505
-0.0148913376500654,-0.0003945639773819,-0.0051699840978176,-0.0106476838750758,-0.0045269416
-0.0213376335445298,-0.0032161874372936,-0.0222434079742413,-0.0246008298392426,0.0068180207
-0.0097565496281575,-0.0008454436764582,-0.0055848655526571,-0.0033692253979863,0.0005527334
0.0006634946576021,0.0018957176564913,-0.0033229216344668,-0.0009103128539386,0.0054473933
-0.0048570986343581,-0.0003345903511019,-0.0056567638696592,-0.0046243255844429,-0.0035576588
-0.0112669852791095,-0.0005028798262376,-0.0053469346492502,-0.0093622087326438,-0.0038332408
-0.0216732297286718,-0.0013552601965587,-0.0111506881515432,-0.0158390191687033,-0.0028066416
-0.0090576681773112,0.00018392425504,-0.0086486364500145,-0.0089123055060743,0.0013483828
-0.0047832813836121,0.000652666130175,-0.0054226722096176,-0.0012336028015389,0.0015185148
-0.0115935944607106,-0.0006334366740154,-0.0055602045096519,-0.0101730037728183,-0.0043261144
0.0011381404207066,0.0011948252995252,-0.0031122819873677,-0.0003933420006168,0.00522474
-0.0252324868156398,-0.00355138165161,-0.0138972288023662,-0.0233975573210429,-0.010177912
0.0077585873539363,0.0047804777318491,0.003900379174434,0.0069385330551216,0.0127611775
-0.0016980009360195,0.001497347895715,-0.0041039696483616,-0.0001003100051946,0.004429088
-0.009461788860369,-0.0002001458100129,-0.0053777726056639,-0.0090990519214444,-0.0027012713
-0.0050086101675172,0.001390979121567,-0.0047381883179832,0.0005060289521795,0.0025182934
0.0050060521319341,0.0021763175779869,0.0008482101374549,0.0034817862613566,0.007494312
-0.0146444268641071,-0.0018685262549111,-0.0150425630194531,-0.0152032134093468,0.0019850568
-0.0002584427500703,0.0006302215242626,-0.0058786307756976,0.0007516308036264,0.0036246153
-0.0110654579734817,-0.0005694851729568,-0.0052876180429392,-0.0091984857586781,-0.004123159
-0.0110226204994792,-0.0006584980580406,-0.0057624391001109,-0.0040504786021757,-0.0017741247
-0.0035545278629077,0.0016751844756886,-0.0039745832326795,-0.0004013843363619,0.003454098
0.0034694611855658,0.002495727822525,-0.0016384796827938,0.0017909401331552,0.006641271
-0.0045273020535584,0.0010032172902141,-0.0047595072962284,-0.0014860628425987,0.002283893
-0.002821081450842,0.0006873661495209,-0.0051760221920929,-0.0011566150203477,0.0018618453
-0.002103899039264,0.0008526719050906,-0.0038588470330139,-0.0001152080719674,0.0024112598
-0.0110001373424402,0.0009753390990911,-0.0032614177226416,-0.0062916024947712,-7.9692574e-05
-0.0021462986495993,0.0007287242418561,-0.0057755279031841,-3.679474228166873e-05,0.0033726278
-0.0059811255223944,6.787156130741803e-05,-0.0078935820955671,-0.0085002498316792,-0.00031083578
-0.0054620828818222,-0.0004447285484172,-0.0058439124158445,-0.007363618886181,-0.003824382
-0.0092034971359048,-0.0003473988029097,-0.0052419384482301,-0.0015764742001517,0.0017655141
-0.0048196187345524,0.0013995897812602,-0.0047633127690533,-0.0012666118755019,0.0026989095
-0.0188340250271309,-0.0012044875673833,-0.0076822191474431,-0.0149068581664112,-0.005671885
-0.0070213623394442,0.0006756495633958,-0.0022836033545364,-0.0043910759473544,-0.000920297
-0.0063858303857931,0.001123754444719,-0.0086339541451022,-0.0089287655830755,-8.760078e-05
0.0036035126152499,0.0019743096725031,-0.000296213083237,0.0022254154196875,0.004657594
-0.0028027540445577,-0.0005920442967528,-0.00432138229661,-0.0002928982519445,-0.002019017
0.0032640708895546,0.001128644687608,-0.0068522393150452,-0.0015541694753415,0.0015665353
-0.0051867022444214,0.0001882992744301,-0.0077611822032157,-0.0046079910094979,0.0004029012
-0.0020116203680003,0.0008173244720403,-0.0037941438433898,-0.0006587028564054,0.0023367
-0.000772375694217,0.0003807381710312,-0.0089930176903992,-0.0043122463748361,0.005466655
-0.0049440764576579,0.0006551031546707,-0.0048686194367073,-0.0043543474615392,0.0031511136
-0.001961463525018,0.0014510619978797,-0.0041887100733623,0.000308565506754,0.0023090793
-0.0112386002761236,0.0008575011038207,-0.0030669734840619,-0.0066431594363148,-0.00050673576
-1.9977537270142457e-05,0.0016013501054154,-0.0024821396078596,-0.0013902168251579,0.003104147
-0.0067515015432447,-0.0005728925188393,-0.0072834821667022,-0.0089255255298987,-0.002283182
