date,rolling_alpha_5f,lasso,ridge,xgboost,lgbm,rf,pca,lstm,benchmark_alpha
2020-01-31,-0.4922958770379154,0.1747512021405008,0.1768140584589023,0.027118756,0.0225866850891092,0.0420866893548599,0.170170933072569,0.095190905,0.0
2020-01-31,-0.2211791327640143,0.0823458366033589,0.0811567860538788,0.027123228,0.0225866850891092,0.0199159028548679,0.0777142279807095,-0.0051487708,0.0
2020-01-31,-0.2140972411759405,0.0522669205193255,0.0507629337851752,0.029551242,0.0225866850891092,0.0245620099451252,0.0503888416620597,0.0013912998,0.0
2020-01-31,-0.1961133014562051,0.0186151196539235,0.0135096670491503,0.018519765,0.0188160943925389,0.0260102793832494,0.0097930436264075,-0.0028310036,0.0
2020-01-31,-0.1555376850511551,-0.0434744776473712,-0.0482672976583685,-0.059701763,-0.0686106054983015,-0.0321372393889995,-0.0236927261017856,-0.12300434,0.0
2020-01-31,-0.099079074982002,-0.0357628168549645,-0.0369834774470666,-0.04736389,-0.0583512475233244,-0.0416415594265704,-0.0197637712109219,-0.09927176,0.0
2020-01-31,-0.0989685385860228,0.0409732987897717,0.0413647034293107,0.025641639,0.0179781532572645,0.0282228106036408,0.0382483810505519,0.005776763,0.0
2020-01-31,-0.0865885733981855,-0.0353043044077016,-0.0389606372608682,-0.054824676,-0.0583512475233244,-0.039254094938513,-0.0197412139975983,-0.1156097,0.0
2020-01-31,-0.0859578340730235,-0.0343192103943145,-0.0374781003326586,-0.054824676,-0.0583512475233244,-0.040508562531206,-0.0174642071215278,-0.114639334,0.0
2020-01-31,-0.0784417404398575,0.1048991193285005,0.1018596668088276,0.026186112,0.0225866850891092,0.0177934554532222,0.0984904122502452,-0.0019295627,0.0
2020-01-31,-0.0689809241334936,-0.0258213775428791,-0.0252431066104684,-0.028962018,-0.0330484074729914,-0.0296266773496737,-0.0141083059753635,-0.07653715,0.0
2020-01-31,-0.0656203842359552,-0.0214726007456657,-0.0230309324169359,-0.028355204,-0.0321535893190044,-0.0233400246566576,-0.0126717324706768,-0.057967942,0.0
2020-01-31,-0.0646306418804608,-0.0203307560313874,-0.0213890083715076,-0.028355204,-0.0321535893190044,-0.0229465889093049,-0.010278258646986,-0.055560272,0.0
2020-01-31,-0.0635227420610854,-0.0243356720106401,-0.0270870480990726,-0.0315247,-0.0330484074729914,-0.0308643967193391,-0.0087796060711461,-0.07535378,0.0
2020-01-31,-0.0608968448729185,0.0070859449808308,0.0103890181491573,0.013494446,0.0139360538671197,0.0091538013971979,0.0050313694830033,0.021670563,0.0
2020-01-31,-0.0604818973020017,0.007212919884505,0.0106385185835954,0.0135071995,0.0139360538671197,0.0084044149957089,0.005464378423037,0.0217056,0.0
2020-01-31,-0.0531979853191605,-0.0218613127181577,-0.0215903489883288,-0.028393716,-0.0321535893190044,-0.0277232837385903,-0.0143916946067337,-0.06140822,0.0
2020-01-31,-0.0523995127595192,-0.0207999517463534,-0.0200279136904224,-0.028393716,-0.0321535893190044,-0.0276155347512049,-0.0120541861026938,-0.058638636,0.0
2020-01-31,-0.0488264716712403,-0.0098759697392588,-0.0150351041704543,-0.008178086,-0.0058642099916678,-0.0080908442591553,0.0056259073725338,-0.008747204,0.0
2020-01-31,-0.0485954813602415,0.0042315503073653,0.0035313295155311,0.0071188826,0.0073893272735509,0.0074576404843385,0.0033608689893638,0.006458585,0.0
2020-01-31,-0.0454703499458712,-0.0183323259791477,-0.0207595362944922,-0.026700675,-0.0288388395331537,-0.0224166595444041,-0.0127186037072505,-0.05605038,0.0
2020-01-31,-0.0451485641047599,-0.0173815605171851,-0.0192958477019665,-0.026700675,-0.0288388395331537,-0.0221386269456979,-0.010492888820038,-0.05448095,0.0
2020-01-31,-0.0414722001805386,-0.0167891278062065,-0.0193107940929864,-0.022968324,-0.025726362878163,-0.0206238775843622,-0.0058511976294267,-0.047183875,0.0
2020-01-31,-0.0412545452764143,-0.0193529196198305,-0.0172617922607236,-0.028207833,-0.0321535893190044,-0.0233061245674599,-0.012401278058802,-0.04670207,0.0
2020-01-31,-0.0404019192231839,-0.0142327515816337,-0.0185261569517678,-0.024448069,-0.0215011858624214,-0.0242268168904368,-0.0019877655153243,-0.03700203,0.0
2020-01-31,-0.037092955259233,-0.012132429821755,-0.0157665371700122,-0.01304105,-0.0113984138358354,-0.0105311370526882,-0.0020246291812351,-0.018346421,0.0
2020-01-31,-0.0363723848031915,-0.0110870948807641,-0.0142421489525249,-0.01304105,-0.0111516939702657,-0.0096965048362349,0.0002848684004225,-0.016508598,0.0
2020-01-31,-0.0328457413249211,0.0085679464986964,0.0074128223404391,0.013560052,0.0139360538671197,0.0110609682496792,0.0086034479479153,0.011393618,0.0
2020-01-31,-0.0323767162364215,-0.0168935095748141,-0.0167828586504472,-0.025651252,-0.0283772461921701,-0.0220507391457094,-0.0135110601226041,-0.039494213,0.0
2020-01-31,-0.0320429547395389,0.003540016604298,0.0043944834732976,0.0084204655,0.0093183709969143,0.0057438433932739,0.0039093653068281,0.009183991,0.0
2020-01-31,-0.0317651162790697,0.0173763133179242,0.0176718683724734,0.018526956,0.0191676093436644,0.0166565321617952,0.0168286608214609,0.006188849,0.0
2020-01-31,-0.0314833599746429,-0.0157961204007649,-0.015186897251902,-0.02224521,-0.0252647695371794,-0.0223183804436648,-0.0111376279592993,-0.036004473,0.0
2020-01-31,-0.0285970505960558,-0.0154548011955928,-0.0116393191161933,-0.026722927,-0.0288388395331537,-0.0213450144078452,-0.0091873455728616,-0.02879476,0.0
2020-01-31,-0.0281942650128945,0.0084760706959673,0.0088888373509975,0.0118750995,0.0119219842295054,0.0117257782258022,0.0055723793643729,0.016489735,0.0
2020-01-31,-0.0279519282731515,0.0085514242187317,0.0088384778037412,0.0118750995,0.0119219842295054,0.0117814678273712,0.0077751747833743,0.015656834,0.0
2020-01-31,-0.0275868108108107,0.0088692087190149,0.0088182497651217,0.013574607,0.0139360538671197,0.0182233008921199,0.0095624085253755,0.012080414,0.0
2020-01-31,-0.027373864864865,0.0091440762702482,0.0092215750982737,0.013835732,0.0143132369740697,0.0181612393754933,0.0101516491574577,0.012120277,0.0
2020-01-31,-0.0273634651562325,-0.0103618778948857,-0.0122973464681392,-0.014686688,-0.0146451042880862,-0.0158877143466263,-0.0016983337997383,-0.023171993,0.0
2020-01-31,-0.0266047598441349,-0.0107310193485148,-0.0115701348510472,-0.0150813935,-0.015133840990856,-0.0147845414638939,-0.0099014963397925,-0.018369082,0.0
2020-01-31,-0.026473611111111,0.0075350587442796,0.0063979387275063,0.013474521,0.0138384465115566,0.0100624251239385,0.0084135176454898,0.00026285462,0.0
2020-01-31,-0.0264572327044026,0.0070455350395047,0.0057385772239833,0.013445561,0.0138384465115566,0.006806437768389,0.0071764664367991,0.00877356,0.0
2020-01-31,-0.0261447204968943,0.0083368284287634,0.0075968644645764,0.013474521,0.0138384465115566,0.0115476153999378,0.009974477415697,0.008639347,0.0
2020-01-31,-0.0261447204968943,0.0083368284287634,0.0075968644645764,0.013474521,0.0138384465115566,0.0115476153999378,0.009974477415697,0.008639347,0.0
2020-01-31,-0.0261447204968943,0.0082996007838541,0.0075762060757588,0.013474521,0.0138384465115566,0.0132846890969734,0.0094732759355673,0.0092831375,0.0
2020-01-31,-0.0261447204968943,0.0082996007838541,0.0075762060757588,0.013474521,0.0138384465115566,0.0132846890969734,0.0094732759355673,0.0092831375,0.0
2020-01-31,-0.0261226950354609,0.0079704133833352,0.0070201944390315,0.013474521,0.0138384465115566,0.0115486667744033,0.0090165086282144,0.00928184,0.0
2020-01-31,-0.0260349823321555,0.0078437379380462,0.0069750434636117,0.013474521,0.0138384465115566,0.0103459387968345,0.0091247642720038,0.00896081,0.0
2020-01-31,-0.0258840626059962,-0.0096515711390144,-0.0093648781724147,-0.015326272,-0.0139621143048704,-0.0143387930164498,-0.0072273141565124,-0.015890015,0.0
2020-01-31,-0.0258177446380581,-0.0099115945649512,-0.0103681412209822,-0.015075753,-0.0139621143048704,-0.0147590222374906,-0.0081906086756658,-0.017197862,0.0
2020-01-31,-0.0250104825291181,0.0278950617507215,0.0280369750728634,0.018577244,0.0191676093436644,0.0201212004206369,0.0269864483731596,0.011636616,0.0
2020-01-31,-0.0248235235235234,0.0097852184676801,0.0100638105751236,0.013883381,0.0143132369740697,0.0159132365556664,0.0079390799423456,0.017177165,0.0
