,rolling_alpha_5f,ridge,lstm,rf,pca
0,-0.0102602722798735,0.011072920425016414,0.007853399,-0.004024744280246949,0.0011393420353712456
1,-0.0011174313526037,0.0020795926849766725,0.0042783786,0.001798253220330647,0.0018441576779823208
2,-0.0047921184639284,-0.0011472670853304957,0.0047014044,-0.0010169357329321354,0.0028821485070067623
3,-0.009495014187664,-0.002035421929463322,-3.396347e-05,-0.0018977659823064263,0.0010365359502396611
4,0.0017060638969307,0.0013920083299674814,0.003908125,0.0034181912262733847,0.0033489883097971972
5,-0.000404725175316,-0.0008932319980417972,-0.0011951141,-0.0001855476671040035,-0.0008410878370355207
6,0.004728290544274,0.0008242474512198924,0.008341938,0.004727590460612268,0.00371515039345371
7,0.0006220432674928,-0.00011420423633525054,-0.00077315327,-0.0005173934042187473,-0.0001393889022061421
8,-0.0104237296580684,-0.0036325196377151895,-0.00048131868,-0.0008415730368800643,-8.743112296600956e-05
9,0.0189820473020122,0.0036743393167609816,0.008613774,0.015540087499220069,0.004881137895077867
10,-0.0030381926295786,0.0024213866183336475,0.003492724,0.001144309150832235,0.0023831381275529794
11,0.0030532062930657,0.0022236989799817196,0.0060573695,0.004170688866949543,0.00388332394908347
12,0.0054000315572226,0.0016954057641996251,0.0077131875,0.0048443827829563165,0.004314480729884683
13,0.0090578951974921,0.007283848992102296,0.008082308,0.005067017045363728,0.002156577097987419
14,-0.0019760981205438,0.0016961125295678363,0.0035777926,0.0019075523701080669,0.0016023186680709195
15,-0.0147855242876713,-0.0021373086821829153,-0.0013459837,-0.006614157645723767,-0.0005776299092923832
16,0.0139823646782653,0.0026577483086664766,0.011565467,0.014936512568721553,0.00668171206444579
17,0.0011794224864701,0.0031535196396872004,0.002754924,3.593913808254433e-05,0.0016353426517998022
18,-0.0140285340902154,-0.002631805546620884,-0.00095678587,-0.006596181691141076,-0.00022072202723352795
19,-0.0039404554382547,0.00040678860966548644,0.0029189303,-0.0019514708375624396,0.0013480086308448646
20,0.0111797780216213,0.004825279093946903,0.008219644,0.010945886286878917,0.004971892912835704
21,-0.0004423800693935,0.0019399359825343276,0.0037011763,0.0020036994536061113,0.0011035167242651371
22,-0.006351538618418,0.00010527270823239374,-0.00080073066,-0.002693656023300234,0.0010523708525268039
23,0.0049176094207958,0.0004890364423736993,0.005685626,0.0023601675437962826,0.0032141257044209035
24,0.0058475945461395,0.003618546566583585,0.007532495,0.007363352068135408,0.004450431843148901
25,-0.0011411795651061,0.0009949359160577936,0.0031669498,0.004231822391619722,0.0035530314439783843
26,0.0120108142417913,0.00571739159198201,0.012871658,0.011685783039950697,0.005206159467525024
27,0.0086499395474,0.003033062937130091,0.007024706,0.009299501167263616,0.004813812719320836
28,0.0139908158575895,0.005487097147028959,0.010004161,0.01500994005662736,0.007131843557412023
29,-0.0083488745783535,-0.0003136647954893688,-0.0011424948,-0.0025169730399465474,0.0010548981485349928
30,0.0028773244838314,0.002666120815672365,0.005752573,0.004752293801257587,0.0034810696040425302
31,0.0009729821098331,0.0028061573206558544,0.0030620846,0.001009482248051705,0.0021457780315647912
32,-0.0070278128765902,-0.0011448314216021532,-0.00081474753,-0.0049706178067650385,0.00018805239128217525
33,-0.0015619982092192,0.0014336938117031012,0.0025374845,-0.0023744947527705464,0.0016467880345066464
34,0.0103709713556278,0.0025979399685346957,-0.0003624051,0.0014712919881537912,0.0022468109817474933
35,0.006485237631081,0.005429813420162715,0.006251593,0.0073159143367826805,0.0034720169729463143
36,0.0102623071523378,0.002708655484208994,0.0058273245,0.005374478038613038,0.0030017650014799568
37,-0.0299638717995256,0.008808204458320465,0.017850088,0.015055114743990943,0.017173448568364138
38,-0.0002454721920064,-0.0004808618498175236,-0.00022191182,-0.004725108269878702,3.418014301821877e-05
39,0.0056331757264137,0.005045552278022819,0.005519642,0.004647729536492543,0.003297202536215505
40,-0.0069545880515011,-0.001022147061267839,-0.004031893,-0.003993789176827244,0.00030029638040959036
41,0.0243941755146275,0.005200999094114128,0.008516407,0.01586050173602952,0.005719434900667146
42,0.0154238369092163,0.01579777996937796,0.023803694,0.01783610777567665,0.021273885913390224
43,0.0086158474092319,0.002111121410164428,0.009242754,0.014193893905125486,0.005716807616943835
44,0.0229155397987457,0.007108467481925209,0.013269735,0.014735299749866893,0.006925278816178304
45,0.0013061452175584,0.0030028979990643547,0.0035408703,0.0016291011663822224,0.0023280241584284224
46,0.0043969663928573,0.004379308115635232,0.0064441543,0.0059559001083267175,0.004186766852908509
