,rolling_alpha_5f,lasso,ridge,xgboost,lgbm,rf,pca
0,-0.0102602722798735,0.0004775631789299,0.0110729204250164,-0.0055711265,-0.0026990099243049,-0.0058034394308402,0.0011393420353712
1,-0.0011174313526037,0.0024420421526416,0.0020795926849766,0.0007173154,0.0008474100277025,0.0017391383900709,0.0018441576779823
2,-0.0047921184639284,0.0021630252511671,-0.0011472670853304,-0.0011874501,-3.6376183975272224e-05,-0.0018013619266167,0.0028821485070067
3,-0.009495014187664,0.0014045588183573,-0.0020354219294633,-0.002929855,-0.0013192360727708,-0.0030209774819146,0.0010365359502396
4,0.0017060638969307,0.0030044925594438,0.0013920083299674,0.0021135765,0.001621521679933,0.0041010057192041,0.0033489883097971
5,-0.000404725175316,0.0021066044825543,-0.0008932319980417,0.00029797165,0.0008474100277025,0.0005442280316584,-0.0008410878370355
6,0.004728290544274,0.0032363019757629,0.0008242474512198,0.0034183317,0.0032869181423191,0.0045141108797032,0.0037151503934537
7,0.0006220432674928,0.0022946705538219,-0.0001142042363352,0.00080444716,0.0013137397579261,0.0007945894709638,-0.0001393889022061
8,-0.0104237296580684,0.0019061470501002,-0.0036325196377151,-0.0009963617,0.0001733456320715,-0.0020753571120136,-8.743112296600956e-05
9,0.0189820473020122,0.0063360938926704,0.0036743393167609,0.013772994,0.010764985715705,0.0125795859559159,0.0048811378950778
10,-0.0030381926295786,0.0023971859715905,0.0024213866183336,0.00088494655,0.0013137397579261,0.0014454514567956,0.0023831381275529
11,0.0030532062930657,0.0033044664551881,0.0022236989799817,0.0037600582,0.0034559267419696,0.005080341642184,0.0038833239490834
12,0.0054000315572226,0.0033772477529252,0.0016954057641996,0.0037979085,0.0034559267419696,0.0048732685192583,0.0043144807298846
13,0.0090578951974921,0.0030418776325386,0.0072838489921022,0.0029159181,0.0013137397579261,0.0027532638998062,0.0021565770979874
14,-0.0019760981205438,0.0022658048959293,0.0016961125295678,1.792055e-05,0.0005370855593962,0.0010257293676875,0.0016023186680709
15,-0.0147855242876713,0.0002834573217803,-0.0021373086821829,-0.0073712147,-0.0026990099243049,-0.0062249818485741,-0.0005776299092923
16,0.0139823646782653,0.00532360124037,0.0026577483086664,0.010523874,0.008973462051512,0.0120060947662345,0.0066817120644457
17,0.0011794224864701,0.0016688868736698,0.0031535196396872,-0.0027785911,-0.0013192360727708,-0.0021480111934379,0.0016353426517998
18,-0.0140285340902154,0.0004394134865766,-0.0026318055466208,-0.006168181,-0.0026990099243049,-0.0056347751814008,-0.0002207220272335
19,-0.0039404554382547,0.0015034325076347,0.0004067886096654,-0.0027756018,-0.0013192360727708,-0.003129380554968,0.0013480086308448
20,0.0111797780216213,0.0045282203475471,0.0048252790939469,0.007149278,0.0061616093695948,0.0091547949128692,0.0049718929128357
21,-0.0004423800693935,0.0023409437091807,0.0019399359825343,0.00010198138,0.0005370855593962,0.0013474322097618,0.0011035167242651
22,-0.006351538618418,0.0014545260145241,0.0001052727082323,-0.0024856424,-0.0005790837984669,-0.0030853868656636,0.0010523708525268
23,0.0049176094207958,0.0023027606229668,0.0004890364423736,0.00010198138,0.0005370855593962,0.001799447891229,0.0032141257044209
24,0.0058475945461395,0.0038392433045693,0.0036185465665835,0.005141003,0.0046735504935724,0.0066593265090606,0.0044504318431489
25,-0.0011411795651061,0.003375055404064,0.0009949359160577,0.004881771,0.0046735504935724,0.0051715810676063,0.0035530314439783
26,0.0120108142417913,0.004701686769382,0.005717391591982,0.007741382,0.0063487664130253,0.0103416591156033,0.005206159467525
27,0.0086499395474,0.0039247830702027,0.00303306293713,0.005508183,0.0046735504935724,0.006959508390862,0.0048138127193208
28,0.0139908158575895,0.0061643239496699,0.0054870971470289,0.013760176,0.010764985715705,0.0139655962267284,0.007131843557412
29,-0.0083488745783535,0.0013933483845486,-0.0003136647954893,-0.0033735957,-0.0020409442183717,-0.0027797429382681,0.0010548981485349
30,0.0028773244838314,0.0034094446541453,0.0026661208156723,0.0037860826,0.0034559267419696,0.0052391806837679,0.0034810696040425
31,0.0009729821098331,0.0026183755717674,0.0028061573206558,0.0013129471,0.0013137397579261,0.0017685200087224,0.0021457780315647
32,-0.0070278128765902,0.0008538143570273,-0.0011448314216021,-0.0051325196,-0.0026990099243049,-0.0053581542800654,0.0001880523912821
33,-0.0015619982092192,0.0016179320295038,0.0014336938117031,-0.0027408802,-0.0013192360727708,-0.0029378271136101,0.0016467880345066
34,0.0103709713556278,0.002678421252918,0.0025979399685346,0.001499964,0.0015375728284873,0.0024296853078696,0.0022468109817474
35,0.006485237631081,0.0037719688803983,0.0054298134201627,0.005180432,0.0046735504935724,0.006598831540798,0.0034720169729463
36,0.0102623071523378,0.0034794608108301,0.0027086554842089,0.0037745028,0.0035039520321862,0.0050574731134198,0.0030017650014799
37,-0.0299638717995256,0.0147973037464513,0.0088082044583204,0.018277567,0.0139424843622115,0.0142670646826998,0.0171734485683641
38,-0.0002454721920064,0.0009633703805608,-0.0004808618498175,-0.00482734,-0.0026990099243049,-0.0052556810440463,3.418014301821877e-05
39,0.0056331757264137,0.0035767449516807,0.0050455522780228,0.0038123531,0.0035039520321862,0.0051035286547885,0.0032972025362155
40,-0.0069545880515011,0.0008698857647447,-0.0010221470612678,-0.0051325196,-0.0026990099243049,-0.0050234682711292,0.0003002963804095
41,0.0243941755146275,0.0056842523027214,0.0052009990941141,0.013311369,0.0107114523842775,0.0129924686229269,0.0057194349006671
42,0.0154238369092163,0.0183072380578153,0.0157977799693779,0.022333067,0.0139424843622115,0.0161669082832182,0.0212738859133902
43,0.0086158474092319,0.0049049480637362,0.0021111214101644,0.009358546,0.0079513130572243,0.0115722799857152,0.0057168076169438
44,0.0229155397987457,0.0057628700091798,0.0071084674819252,0.01339649,0.0107114523842775,0.0137368715550063,0.0069252788161783
45,0.0013061452175584,0.0026916724994754,0.0030028979990643,0.0013129471,0.0013137397579261,0.0019905312707674,0.0023280241584284
46,0.0043969663928573,0.003603605031081,0.0043793081156352,0.003975596,0.003529185114028,0.0057987164186008,0.0041867668529085
47,0.0021071870140335,0.0027662622684698,0.0006227132869081,0.00091296725,0.0008474100277025,0.0033081268923442,0.0021399934257438
48,0.0065469233082414,0.0029275512417211,0.0010194265078328,0.0018777188,0.0013137397579261,0.0029747761890149,0.0038332657589418
49,-0.0211492391986794,-0.0018221675896957,-0.0077958093954656,-0.009166811,-0.0026990099243049,-0.0117479040330021,-0.0013776355110776
50,0.0087260244424155,0.0053778726230585,0.0054563043501383,0.011657915,0.008973462051512,0.0129899151082129,0.0063123828131274
51,0.0014628971017696,0.0026333582386248,0.0003367228708705,0.0007551659,0.0008474100277025,0.0026038743740713,0.0029893112812453
52,0.0023226867677203,0.002817780268641,0.0010901981011788,0.0013447218,0.0013137397579261,0.0033259642215315,0.0030019527296624
53,-0.0083276523927662,0.002128779912396,-0.0032338605140258,-1.680141e-05,0.0005370855593962,0.0012013650882894,0.0011825493564622
54,0.0171191897787429,0.0038487355415017,0.0249649293656001,0.0028503542,0.0015095810901558,0.003707548556017,0.0055885328734096
55,-0.0046005154792635,0.0021201343174926,0.0013092251479425,0.00028931297,0.0008474100277025,0.0010938303671431,0.0010153361702362
56,0.0056821771120837,0.0033508435500527,0.0027306266824209,0.0037600582,0.0034559267419696,0.0051489507842958,0.0037409521268489
57,-0.0076777053162769,0.0007474376418674,-0.0014356406713042,-0.0055363667,-0.0026990099243049,-0.0054667022314763,-0.0013813937463548
58,-0.0103162320487882,0.0014430212039114,-0.00153367994197,-0.0029186103,-0.0013192360727708,-0.0030670246112926,2.900691606804329e-05
59,-0.015541182584949,0.0015984597097324,-1.0083020318104978e-05,-0.0028445742,-0.0013192360727708,-0.0025261673424657,0.0012295022725276
60,0.008068886344877,0.0036711068337178,0.0074355902130617,0.0039669373,0.003529185114028,0.0062614062644187,0.0041969835323357
61,-0.0013507140933978,0.0023989808087921,0.0019950598351421,0.00039330774,0.0006091851931052,0.0017572824351614,0.0018021107929961
62,-0.0107781069612072,0.0013571167861496,-0.0018624505909205,-0.0030223047,-0.0013192360727708,-0.0035344139884397,-0.0002698646015057
63,-0.0011096038811127,0.0015617857209796,0.0015331828199302,-0.0027408802,-0.0013192360727708,-0.0023136169947854,0.0015634996363295
64,-0.0110856251005198,-0.0008885899816898,-0.0023341695213142,-0.008901177,-0.0026990099243049,-0.0088780014761724,-0.0015306979033907
65,0.0165898770024685,0.0064218275141222,0.0041049605584111,0.013766094,0.010764985715705,0.0146706400324075,0.0078870796346864
66,0.0189803472229856,0.0052979310701342,0.0072973931374704,0.010726578,0.008973462051512,0.0120464658278553,0.0061447872079366
67,-0.0070745724461564,0.0013247672343326,3.689539292398925e-05,-0.0031688828,-0.0013192360727708,-0.0033284624030177,0.001147081701368
68,0.0117790660355952,0.0046559354882591,0.0051170411187856,0.007572454,0.0063487664130253,0.0098037535655682,0.0051479370313671
69,0.0087758293122706,0.0039326784024398,0.0040360411608401,0.0061502806,0.0055335687429326,0.0068499668859274,0.0034041050973206
70,-0.0065117999316905,0.0013238554643254,0.0036518519319707,-0.004054605,-0.0026990099243049,-0.0032785877209676,0.0004243360317593
71,0.0020506336090659,0.0018492972971772,0.0035512974159682,-0.0020489811,-0.0005790837984669,-0.0012261680291907,0.0018747358560565
72,-0.0102787693464953,0.0014384519534877,-0.0017509930692344,-0.0029186103,-0.0013192360727708,-0.0032254354149273,-0.0002222676717778
73,-0.0109015829203253,0.0017777771684849,-0.0040461200583407,-0.0013022304,-3.6376183975272224e-05,-0.0024882053335714,-0.0008604159979239
74,0.0027913408989981,0.0034980786006238,0.0036077201955585,0.0038067894,0.0035039520321862,0.0050208546338683,0.0038022197147353
75,0.0220611859396924,0.0058354849281987,0.0058600462462979,0.0130562335,0.010764985715705,0.0124761012438762,0.0066750676438786
76,-0.0011172550416481,0.0024446775535463,0.0037764071135301,0.0007173154,0.0008474100277025,0.0019745293705935,0.0026838923323551
77,-0.0010958448294893,0.001674758507363,0.0001340097269237,-0.0020049056,-0.0005790837984669,-0.0026493844136194,0.0013736177572294
78,-0.0040485307604699,0.0014678386729303,0.0002723919730467,-0.0028219714,-0.0013192360727708,-0.0036971957137378,0.0011833511462876
79,-0.0096810988268451,0.002025640669155,-0.0014896300627727,-0.0008909869,0.0001733456320715,-0.0001819734645411,0.0027379886798874
80,0.0054062260462404,0.0033793627647719,0.0004076696552015,0.0037979085,0.0034559267419696,0.004880696707504,0.0024310161512542
81,-0.0040351831013924,0.0008834761351196,1.6837267607270993e-05,-0.005358637,-0.0026990099243049,-0.0042653186607481,0.0007022012732
82,-0.0082478607669207,0.0005885367108936,-0.001757658752487,-0.005741871,-0.0026990099243049,-0.0054774744487494,-0.0015436635714975
83,-0.0032834699748232,0.0023631271906178,0.0027170861096295,0.00088494655,0.0013137397579261,0.0012297251175542,0.0021553514180352
84,0.0119401312166723,0.0046956401785712,0.0059323766146085,0.007741382,0.0063487664130253,0.010345507789762,0.005274762094276
85,-0.0142773881337652,0.0008124719767543,-0.0058824421606485,-0.004862635,-0.0026990099243049,-0.0059100068031213,3.788739417733434e-05
86,-0.0080977337901489,0.0017454631004473,-0.0017968441993091,-0.0013022304,-3.6376183975272224e-05,-0.0024396449318583,0.0014027901042853
87,0.0021068711494394,0.0027660627871713,0.0009418316687926,0.00091296725,0.0008474100277025,0.0032057214879761,0.0037772574661894
88,0.0094471308575718,0.0039088969238271,0.0031264653201425,0.0061502806,0.0055335687429326,0.0065132199123014,0.0032778093008006
89,0.0008686847307026,0.0023518497257072,-0.0001359752201259,0.00089360523,0.0013137397579261,0.0010244852433634,-0.0004131881176241
90,0.0099240073506784,0.0032251263869521,0.0076658561748008,0.0022633758,0.0015375728284873,0.0033775494517682,0.0024122020552179
91,0.0115225106887697,0.0042396033569896,0.001483548680298,0.0067564454,0.0058891963484131,0.0071425883191887,0.0038551751666367
92,-0.0039835194470798,0.0014939255440462,0.000277394700928,-0.0027756018,-0.0013192360727708,-0.0035928601325293,0.0010902853362404
93,0.0022297565391323,0.0015874660097672,0.0083865912898881,-0.0035015526,-0.0023530409045704,-0.003834808860798,0.0019835829221535
94,0.0117822435501503,0.0042922584559581,0.0020331945714134,0.006952765,0.0061616093695948,0.007270842828858,0.004894822217443
95,-0.0001431360369675,0.002398654470863,0.0024401648080749,0.00036818333,0.0006091851931052,0.0015132723819386,0.0025740376071016
96,-0.0101220769302848,0.0019858989045761,-0.0016419364932876,-0.0009445922,0.0001733456320715,-0.0004544946322182,0.0024761578404466
97,0.0011488784472274,0.0026495644859774,0.0025088835121369,0.0013129471,0.0013137397579261,0.0020677094939275,0.0026044103929295
98,-0.0049009510586738,0.0006975016348697,-0.0009161478226316,-0.006892037,-0.0026990099243049,-0.0048360383560286,-0.000714212659698
99,-0.0030888102173399,0.0018545611295299,0.0010995780577726,-0.0027116886,-0.0013192360727708,-0.0013716999472892,0.0025116639362048
100,-0.0049013141170886,0.001291950342347,-0.0001341529979141,-0.0040719057,-0.0020409442183717,-0.0038094680029891,0.000864250690938
101,0.005614999726623,0.0034197644687699,0.0008808928797224,0.0037947414,0.0035039520321862,0.0048335739123213,0.0033688085855868
102,-0.0042674693307033,0.0008312044326973,-0.0002726156178778,-0.005358637,-0.0026990099243049,-0.0043706091296832,0.0001787556893323
103,0.0024930053568133,0.003427326223924,0.003947354167463,0.0038067894,0.0035039520321862,0.0050050157688015,0.0039953504988208
104,-0.0073688008882993,0.0007872253068657,-0.0013483600603391,-0.0055363667,-0.0026990099243049,-0.0054766824744152,-0.0013214230291962
105,0.0081710766706529,0.0038023999944124,0.0027554055850167,0.005538725,0.0049796803121312,0.0067519930288958,0.0034833042932945
106,0.0131361593295681,0.0048914374856911,0.0070046135993619,0.009358546,0.0079513130572243,0.0109829623984551,0.0055001272909794
107,0.0115779332112486,0.0042507906957773,0.0028019896247952,0.006918703,0.0058891963484131,0.007417115555952,0.005442068420896
108,0.0109610504709717,0.0041161190009628,0.001995286908513,0.0062494236,0.0055335687429326,0.0070306038457044,0.0049666932555226
109,-0.0073901866241758,0.0011305815696142,0.003238596453275,-0.0048171496,-0.0026990099243049,-0.0034727411219754,0.0001578022724407
110,-0.0010442654685734,0.0024492989252411,0.0037459727580701,0.0007173154,0.0008474100277025,0.0017088442924041,0.0026421985695279
111,0.0019270371581053,0.0030599808210493,0.001705502639954,0.0026442062,0.0025410641337237,0.0043503351032652,0.0030334602386324
112,-0.0127165682407103,0.0009865179952208,-0.0020811798982117,-0.004862635,-0.0026990099243049,-0.0050913365190114,-0.0008326966497022
113,-0.0009987953889304,0.0017498228984933,0.0015347330578534,-0.0020576399,-0.0005790837984669,-0.0027200410471332,0.0013922030897701
