,rolling_sharpe,linear_3f,linear_4f,linear_5f,ffnn_3f,ffnn_4f,ffnn_5f,rf_3f,rf_4f,rf_5f,3f_rnn,4f_rnn,5f_rnn
4674,1.368201051293959,1.734784318315779,1.835798265509484,1.623544088814337,1.234692141608959,1.9796583039690383,2.0203544755056453,1.7243420819465225,1.4803784389068242,1.9514847745916224,1.7148428,1.9791884,1.2510449
4675,1.4011775277142724,10.68142848818005,10.567039311520714,10.405289164525804,7.171911989764516,19.15460840945705,12.40219214854362,10.858839522705775,11.082181883926715,11.159222295522708,7.4921207,7.7477584,8.56649
4676,1.9891432630786872,2.0504823804769896,2.094703131455879,1.8975590500461543,1.9138285562714643,2.784892123155042,2.587887292429324,2.165449468939042,2.377059659835692,2.2375639380168377,2.4912922,2.8740895,2.1636238
4677,0.891186165226089,1.2473023105644416,1.271888982390686,1.0849505965700172,0.4020385500214588,1.5301229120252675,1.3204193771983852,1.3790537641017258,1.0164985328469465,1.7230148506208665,1.0198071,1.5004787,0.82781076
4678,1.6903553068228852,1.747344611993777,1.7793947876650296,1.5865117591463247,1.1921233285993142,2.485165498190788,2.0312715325344097,1.8331862043390084,1.926637559078833,1.9367691105164773,2.0988293,2.5042481,1.6045114
4679,2.512278209162301,5.529482730699745,5.432593407016151,5.1442076015766185,13.399117194188722,15.844501310919757,11.383999885902783,10.65653406876552,11.190942853527888,10.766268097417932,7.9994063,8.454024,9.112464
4680,0.9627530993163956,1.2138116152914145,1.258826517070344,1.111797363436296,0.5871109761862041,1.3918756681053013,0.9291688098367856,1.226291825339621,0.8690463468320854,1.34714025529628,1.0207593,1.5949991,0.6155356
4681,0.6526330694810406,1.340859689133866,1.3179104821170704,1.151067242531057,0.4196316124662185,1.4930196794289554,1.1297561809222856,1.2618027782424504,0.916568057176894,1.4164632932448291,1.1163722,1.5899956,0.6663208
4682,0.6627694335886367,1.399352076458785,1.4486152447318652,1.260489078745905,0.5327143202052591,1.418114818731632,1.378142583082353,1.2870386360690238,0.8641207246324539,1.1749790223352845,1.0303193,1.4639859,0.64171374
4683,-0.0178658569430191,1.0885148333960255,1.1043392941880446,0.9062556536965344,-0.0386131370748859,0.710467260707927,0.2582091675776955,0.2199072025201566,0.2600726549275854,0.4664461631456175,0.36053523,0.9378594,-0.102630556
4684,1.3657158203473625,1.544372844548228,1.5306129863897442,1.324042205387982,0.6234696410221274,1.9784390819834503,1.5774206032489904,1.4168403709325048,1.4511276090348102,1.820717400348994,1.5810789,1.9491167,1.1652297
4685,0.0413170643521847,1.192389426633483,1.2333164893088069,1.0313681456637998,0.0609282554542988,0.8183600570132885,0.6036281165126661,0.3101100139436727,0.3021040594887996,0.3845120609829638,0.45486978,1.0348977,-0.019806713
4686,0.966394642994115,1.3804248996913877,1.413763465744212,1.2410412599355156,0.6797083105057363,1.7177533729411951,1.3056221033601778,1.4868578542297337,1.0931601208213515,1.8010025634290554,1.3638812,1.8385227,0.884604
4687,1.40197117519479,2.336232174182521,2.3940588051466505,2.202419822147283,1.542602181660452,2.3515564486500047,2.2882987793393053,1.958060469875701,1.910484089576351,2.0459066102304835,1.7434981,1.9876348,1.803378
4688,1.4661051168820796,1.679029823899397,1.6415622120834947,1.4428884826889292,0.7035814439750737,2.1598306338716773,1.566495755480568,1.584784023594832,1.5916487560739248,1.870076527501328,1.7558692,2.1307812,1.1265347
4689,1.6594392447295427,1.6713074989592012,1.6651926520051297,1.503557258240158,1.1717159254074034,2.5194590246311064,2.0725065118360657,1.94739839470532,2.14653647950516,2.0514542305156738,2.2106416,2.5572486,1.6158174
4690,1.3561609841876945,1.451763955415578,1.46377353665086,1.3232448318204344,0.9613552502939212,1.9479889287992536,1.645567136622066,1.5998999167324846,1.5099144180087476,1.7689975671910445,1.6396896,2.0899944,1.2379822
4691,1.5104346169131415,1.420629993308761,1.4467891713834289,1.278411595551458,0.6363337637561647,1.8093633424748887,1.4635618679891187,1.5139000593509122,1.293915275595007,1.959665220881117,1.3927238,1.8924084,0.9339442
4692,1.3302129007964711,1.5442400443192723,1.5702915682992908,1.389662505609125,0.9080053020259568,1.997255681566566,1.5688138847380195,1.556091177421163,1.46155662503236,1.8493565196549224,1.5985569,2.0804996,1.1516066
4693,1.3373145855672597,1.528369880572689,1.553430744925933,1.3759881728351782,0.8999105099266385,2.0009553792628774,1.6483048514688066,1.557459496692795,1.4790139417942711,1.858999338028107,1.6127092,2.0901158,1.1743994
4694,0.2878797213438541,1.2259581334598342,1.2452336344056016,1.033235388333365,0.1062925724349109,1.0142234967306878,0.6811209351264081,0.6450894149900875,0.7165404188649682,0.3669410144877255,0.62535155,1.120269,0.17279205
4695,2.2915860816842253,7.330377385564227,7.2285554849180516,6.995109864115271,13.08216235196944,18.38539281851685,11.31647790892795,11.933164244416751,12.019084754745434,12.245431693220754,7.6992884,7.9725347,9.126769
4696,0.9940639007958468,1.2620733351927012,1.3017434772605077,1.1589937491870472,0.5508833040958845,1.4564773121349626,1.151467653572627,1.246946086666342,0.9010133168836704,1.4310770009017535,1.0657686,1.6222144,0.69381833
4697,1.8737749200002909,1.8478108850916004,1.8737101028832608,1.6773972395620762,1.6225907812556932,2.6990243281836204,2.3266873839024984,1.928906333794086,2.177032142025109,2.152670893641304,2.419964,2.7538447,1.8785545
4698,2.4605807932041803,1.921613628332817,1.9769171890183608,1.7893435202747512,1.9439475882906216,2.8080516294850577,2.5581918974739186,2.085416161608293,2.358394335912168,2.2945682443444766,2.547258,2.8516204,2.006265
4699,1.2983269967673845,1.3811551742804895,1.474384506913901,1.300781653166379,0.900760095657992,1.7186566574053923,1.498592124743173,1.4228810618884185,1.1306454610431056,1.838591500168265,1.2889935,1.8464842,0.9392326
4700,2.210897288753056,1.834644735210049,1.882448129686768,1.6676163797420889,1.5415073343163046,2.800583234671652,2.3169125142163445,1.9706860812365143,2.211786766119119,2.1428215580946746,2.506934,2.7936804,1.880144
4701,0.426000795992112,1.323381628415186,1.357466542491325,1.1416966204135284,0.2384433848031577,1.164322784032657,0.8910584099340942,0.7096667981443413,0.7422520688440747,0.3953783267783581,0.71970963,1.2297401,0.32768127
4702,0.6940132470800955,1.372338362884569,1.4034069969719083,1.1885542505071376,0.4365278534236015,1.3697590706077714,0.8372351507563652,1.210944999473392,0.8432931110325288,1.092951826111877,0.9475429,1.4087481,0.35200992
