,rolling_sharpe,naive,linear_3f,linear_4f,linear_5f,ffnn_3f,ffnn_4f,ffnn_5f,rf_3f,rf_4f,rf_5f
0,0.0758799487982231,-0.1755250922871869,1.188379307779997,1.3732357395410368,1.4344977201993392,0.3362027832190345,0.2573107251563842,0.16045055684529297,-0.11577866326411308,-0.276665801620984,0.06160307402372183
1,0.6201611914527146,0.3558013848812391,1.5104175087572336,1.5276780102044318,1.5950704516862304,0.5561312481343998,0.4397600776551873,0.4891554337079541,0.40217593326159107,0.3262731441885493,0.4676996175874283
2,-0.1982374766338289,-0.0531557568353042,1.5452996416458975,1.5351435349899054,1.5920205630399447,0.13063634759474285,0.13626719701736922,0.29645808243881855,0.08743275255096684,-0.13210750690215367,0.1060887690983606
3,-0.7210969200627045,-0.824169074627059,1.2092171122773232,1.1885046455614277,1.3274649696777487,-0.45125103600928995,-0.9826834471582573,-0.6914000964655138,-0.9383154951324219,-0.9364288496181348,-0.932890133168371
4,0.5418515559993032,0.3413113990372184,1.536526619070882,1.5222872395313984,1.6312700791541692,0.5536446489057185,0.34316437642789555,0.5756470487455307,0.44019991844526596,0.36466087497656424,0.5285741564522085
5,-0.0758028161472806,-0.1588479918153614,1.33565392829732,1.355827861881225,1.4014674983768818,-0.2684731078622814,-0.24745911637379825,-0.10221319626548975,-0.14583029365879396,-0.2470228110310742,0.04411496371846892
6,0.6411781982736617,0.4021382504757516,1.6053814784253424,1.619506722217471,1.7149662624307287,0.6110765787824644,0.5842619062613879,0.6006698877584254,0.4836571519300725,0.36351820907181903,0.5631361915882551
7,-0.0285739672166927,-0.1072674906368068,1.3410108678418184,1.3603466188357645,1.4060909231578607,-0.1810709736333883,-0.1818904975542286,-0.048928695651468956,-0.0257630083988125,-0.20909227530492333,0.025813807761605027
8,-0.0172200546215534,-0.1711893815996431,1.4087284250764822,1.4073433923614327,1.474384958353842,-0.15386185263331253,-0.17041889685402056,-0.03146669194348384,-0.1936503012513597,-0.27678654475830383,0.03981550075146826
9,0.5767646948683169,0.5585101780343287,1.761052672610094,1.7840948978639846,1.9069813455074156,0.746434009632301,0.6519360688499352,0.8729477059173163,0.5186616240335411,0.4033306082383645,0.6170965105019873
