date,mkt_return
2010-04-01,-0.03906836386374102
2010-05-01,-0.06992072178691966
2010-06-01,-0.018614092528516313
2010-07-01,0.012603998579431508
2010-08-01,-0.017885236941795668
2010-09-01,0.08819372035184014
2010-10-01,0.020494699646643078
2010-11-01,-0.03152355923216754
2010-12-01,0.043361374846504264
2011-01-01,0.0033444849629522544
2011-02-01,0.028907067137337705
2011-03-01,0.017048206640430053
2011-04-01,0.06420364579083704
2011-05-01,0.021541251890829782
2011-06-01,-0.013065308512144713
2011-07-01,-0.03947144649891865
2011-08-01,-0.023814937802389524
2011-09-01,-0.0456255656060216
2011-10-01,0.05601929396701699
2011-11-01,-0.0008239817106708847
2011-12-01,0.03762783231998701
2012-01-01,0.028538837013493135
2012-02-01,0.009224842472626893
2012-03-01,0.042998661569985996
2012-04-01,-0.003739486632028388
2012-05-01,-0.0388937831451559
2012-06-01,0.051872425305526715
2012-07-01,0.017903548963224658
2012-08-01,0.003020958845249
2012-09-01,0.038730082605048954
2012-10-01,-0.004897009809553987
2012-11-01,0.0023310895416348565
2012-12-01,-0.010637615550683321
2013-01-01,0.08072694602775976
2013-02-01,0.018407346786905476
2013-03-01,0.05088194281249114
2013-04-01,0.03176456170539632
2013-05-01,0.013970771829985074
2013-06-01,-0.0001079189806212355
2013-07-01,0.06181076192435819
2013-08-01,-0.0376619745340957
2013-09-01,0.03168902394470918
2013-10-01,0.04204626598420713
2013-11-01,0.04486952742779082
2013-12-01,0.006645127810234852
2014-01-01,0.008718724470688999
2014-02-01,0.059499901744612504
2014-03-01,-0.013751915323091501
2014-04-01,-0.005996953516240189
2014-05-01,0.025692811819170602
2014-06-01,0.020688498926331622
2014-07-01,-0.00021294556563822287
2014-08-01,0.04717688246107277
2014-09-01,0.003199629155144601
2014-10-01,0.05255683071850914
2014-11-01,0.031841881755812596
2014-12-01,-0.01453375643141852
2015-01-01,0.011730292064296544
2015-02-01,0.04130990587639527
2015-03-01,0.00763458846184184
2015-04-01,-0.014130583134657315
2015-05-01,0.04331305480063952
2015-06-01,-0.00411679393881903
2015-07-01,0.0273110689448004
2015-08-01,-0.08047836063648872
2015-09-01,-0.058327508742887835
2015-10-01,0.07692608002452683
2015-11-01,-0.006000087595759762
2015-12-01,0.016084584648099254
2016-01-01,-0.07650948896982346
2016-02-01,-0.007082641927285804
2016-03-01,0.025941318441766503
2016-04-01,0.028691780276856704
2016-05-01,0.019867497535211998
2016-06-01,0.00862156109460721
2016-07-01,0.04862260111677141
2016-08-01,-0.03506633743321974
2016-09-01,-0.006541381991575168
2016-10-01,-0.06598779062596194
2016-11-01,0.01715523840992761
2016-12-01,0.00603432294226236
2017-01-01,0.021520654769057623
2017-02-01,0.062096145179189044
2017-03-01,-0.005621014600688867
2017-04-01,0.01455075285330043
2017-05-01,0.006064680219336482
2017-06-01,0.044874942089456304
2017-07-01,0.006739874063609541
2017-08-01,0.016433625663289764
2017-09-01,0.008558178806956196
2017-10-01,-0.008411643111868705
2017-11-01,0.026951606245535498
2017-12-01,-0.007596205235301801
2018-01-01,0.06562657822168472
2018-02-01,-0.04631629647867974
2018-03-01,-0.03205130701070291
2018-04-01,0.011204106684521875
2018-05-01,0.00018921302268082307
2018-06-01,0.015061240113501295
2018-07-01,0.06482841170069031
2018-08-01,0.04180319686308054
2018-09-01,0.02798258352042815
2018-10-01,-0.06778894745831487
2018-11-01,0.06831598128389871
2018-12-01,-0.08721415714733594
2019-01-01,0.04663497351422419
2019-02-01,0.010402077037088509
2019-03-01,0.0034945749347088384
2019-04-01,-0.027407828851780502
2019-05-01,-0.025499565692636117
2019-06-01,0.06501486663666833
2019-07-01,-0.017184566602402973
2019-08-01,-0.0069257794368209336
2019-09-01,-0.0032195150167454445
2019-10-01,0.05003973775538362
2019-11-01,0.04847659457262976
2019-12-01,0.03439571318719481
2020-01-01,-0.02881669049102842
2020-02-01,-0.06785324396714776
2020-03-01,-0.03975234591497523
2020-04-01,0.12501694436115884
2020-05-01,0.03107491582933708
2020-06-01,-0.02532255450062315
2020-07-01,0.052046501699973824
2020-08-01,0.025476607097382642
2020-09-01,-0.022906931802800456
2020-10-01,-0.03793607943108024
2020-11-01,0.07767336233163058
2020-12-01,0.037373325431933946
2021-01-01,0.012771832580541265
2021-02-01,-0.022111701997402422
2021-03-01,0.037421694661030847
2021-04-01,0.038652160082125686
2021-05-01,0.017354058756552382
2021-06-01,0.021913959041087727
2021-07-01,0.04740834712532194
2021-08-01,0.022767766575291226
2021-09-01,-0.05695184699604294
2021-10-01,0.05076176830733892
2021-11-01,-0.03134058230544057
2021-12-01,0.08836445899441125
2022-01-01,-0.06901800572703942
2022-02-01,-0.011277661752779333
2022-03-01,0.053932137229236066
2022-04-01,-0.047880377359299287
2022-05-01,0.018446449120043784
