,rolling_alpha_5f,lasso,ridge,lstm,xgboost,lgbm,rf,pca
0,-0.0102602722798735,0.0004775631789299007,0.011072920425016414,-0.007948392,-0.0055711265,-0.002699009924304937,-0.005803439430840216,0.0011393420353712456
1,-0.0011174313526037,0.0024420421526416057,0.0020795926849766725,-0.007949136,0.0007173154,0.0008474100277025495,0.0017391383900709405,0.0018441576779823208
2,-0.0047921184639284,0.0021630252511671243,-0.0011472670853304957,-0.007846312,-0.0011874501,-3.6376183975272224e-05,-0.001801361926616717,0.0028821485070067623
3,-0.009495014187664,0.0014045588183573608,-0.002035421929463322,-0.007929047,-0.002929855,-0.0013192360727708136,-0.0030209774819146395,0.0010365359502396611
4,0.0017060638969307,0.0030044925594438954,0.0013920083299674814,-0.00786597,0.0021135765,0.0016215216799330173,0.0041010057192041715,0.0033489883097971972
5,-0.000404725175316,0.002106604482554393,-0.0008932319980417972,-0.0042843167,0.00029797165,0.0008474100277025495,0.0005442280316584881,-0.0008410878370355207
6,0.004728290544274,0.003236301975762925,0.0008242474512198924,-0.0038243285,0.0034183317,0.003286918142319198,0.004514110879703237,0.00371515039345371
7,0.0006220432674928,0.0022946705538219115,-0.00011420423633525054,-0.004631945,0.00080444716,0.0013137397579261886,0.0007945894709638406,-0.0001393889022061421
8,-0.0104237296580684,0.0019061470501002963,-0.0036325196377151895,-0.00471701,-0.0009963617,0.00017334563207155803,-0.0020753571120136647,-8.743112296600956e-05
9,0.0189820473020122,0.006336093892670492,0.0036743393167609816,-0.007609277,0.013772994,0.010764985715705071,0.012579585955915967,0.004881137895077867
10,-0.0030381926295786,0.0023971859715905,0.0024213866183336475,-0.007954289,0.00088494655,0.0013137397579261886,0.0014454514567956353,0.0023831381275529794
11,0.0030532062930657,0.0033044664551881,0.0022236989799817196,-0.007876049,0.0037600582,0.0034559267419696266,0.005080341642184051,0.00388332394908347
12,0.0054000315572226,0.0033772477529252056,0.0016954057641996251,-0.007584069,0.0037979085,0.0034559267419696266,0.004873268519258334,0.004314480729884683
13,0.0090578951974921,0.0030418776325386305,0.007283848992102296,-0.0038394993,0.0029159181,0.0013137397579261886,0.0027532638998062557,0.002156577097987419
14,-0.0019760981205438,0.002265804895929399,0.0016961125295678363,-0.004361522,1.792055e-05,0.0005370855593962789,0.0010257293676875128,0.0016023186680709195
15,-0.0147855242876713,0.00028345732178037186,-0.0021373086821829153,-0.0045097247,-0.0073712147,-0.002699009924304937,-0.0062249818485741746,-0.0005776299092923832
16,0.0139823646782653,0.0053236012403700544,0.0026577483086664766,-0.0078113535,0.010523874,0.008973462051512024,0.012006094766234533,0.00668171206444579
17,0.0011794224864701,0.0016688868736698336,0.0031535196396872004,-0.0067672217,-0.0027785911,-0.0013192360727708136,-0.002148011193437919,0.0016353426517998022
18,-0.0140285340902154,0.0004394134865766939,-0.002631805546620884,-0.0040081237,-0.006168181,-0.002699009924304937,-0.005634775181400842,-0.00022072202723352795
19,-0.0039404554382547,0.0015034325076347405,0.00040678860966548644,-0.00793891,-0.0027756018,-0.0013192360727708136,-0.0031293805549680153,0.0013480086308448646
20,0.0111797780216213,0.004528220347547164,0.004825279093946903,-0.0043614493,0.007149278,0.0061616093695948445,0.009154794912869243,0.004971892912835704
21,-0.0004423800693935,0.0023409437091807335,0.0019399359825343276,-0.007984719,0.00010198138,0.0005370855593962789,0.0013474322097618632,0.0011035167242651371
22,-0.006351538618418,0.001454526014524186,0.00010527270823239374,-0.004672847,-0.0024856424,-0.0005790837984669749,-0.0030853868656636725,0.0010523708525268039
23,0.0049176094207958,0.002302760622966882,0.0004890364423736993,-0.004542209,0.00010198138,0.0005370855593962789,0.0017994478912290047,0.0032141257044209035
24,0.0058475945461395,0.003839243304569328,0.003618546566583585,-0.007869597,0.005141003,0.004673550493572401,0.006659326509060655,0.004450431843148901
25,-0.0011411795651061,0.003375055404064034,0.0009949359160577936,-0.0046702595,0.004881771,0.004673550493572401,0.005171581067606397,0.0035530314439783843
26,0.0120108142417913,0.004701686769382063,0.00571739159198201,-0.007955215,0.007741382,0.006348766413025307,0.010341659115603315,0.005206159467525024
27,0.0086499395474,0.003924783070202737,0.003033062937130091,-0.007845386,0.005508183,0.004673550493572401,0.006959508390862032,0.004813812719320836
28,0.0139908158575895,0.0061643239496699045,0.005487097147028959,-0.0076826513,0.013760176,0.010764985715705071,0.013965596226728442,0.007131843557412023
29,-0.0083488745783535,0.001393348384548671,-0.0003136647954893688,-0.0045124087,-0.0033735957,-0.002040944218371725,-0.002779742938268143,0.0010548981485349928
30,0.0028773244838314,0.0034094446541453145,0.002666120815672365,-0.004671581,0.0037860826,0.0034559267419696266,0.005239180683767918,0.0034810696040425302
31,0.0009729821098331,0.0026183755717674776,0.0028061573206558544,-0.007994616,0.0013129471,0.0013137397579261886,0.0017685200087224284,0.0021457780315647912
32,-0.0070278128765902,0.0008538143570273123,-0.0011448314216021532,-0.007931474,-0.0051325196,-0.002699009924304937,-0.005358154280065425,0.00018805239128217525
33,-0.0015619982092192,0.0016179320295038827,0.0014336938117031012,-0.0043213116,-0.0027408802,-0.0013192360727708136,-0.0029378271136101474,0.0016467880345066464
34,0.0103709713556278,0.0026784212529180366,0.0025979399685346957,-0.007785121,0.001499964,0.0015375728284873242,0.002429685307869647,0.0022468109817474933
35,0.006485237631081,0.003771968880398391,0.005429813420162715,-0.0077787796,0.005180432,0.004673550493572401,0.006598831540798058,0.0034720169729463143
36,0.0102623071523378,0.0034794608108301896,0.002708655484208994,-0.0047737905,0.0037745028,0.003503952032186231,0.005057473113419881,0.0030017650014799568
37,-0.0299638717995256,0.014797303746451301,0.008808204458320465,-0.007939288,0.018277567,0.013942484362211556,0.014267064682699847,0.017173448568364138
38,-0.0002454721920064,0.0009633703805608292,-0.0004808618498175236,-0.007885175,-0.00482734,-0.002699009924304937,-0.005255681044046302,3.418014301821877e-05
39,0.0056331757264137,0.0035767449516807396,0.005045552278022819,-0.0044526076,0.0038123531,0.003503952032186231,0.005103528654788565,0.003297202536215505
40,-0.0069545880515011,0.0008698857647447184,-0.001022147061267839,-0.004670075,-0.0051325196,-0.002699009924304937,-0.005023468271129213,0.00030029638040959036
41,0.0243941755146275,0.00568425230272146,0.005200999094114128,-0.004025257,0.013311369,0.010711452384277502,0.01299246862292693,0.005719434900667146
42,0.0154238369092163,0.018307238057815367,0.01579777996937796,-0.007994671,0.022333067,0.013942484362211556,0.016166908283218248,0.021273885913390224
43,0.0086158474092319,0.004904948063736281,0.002111121410164428,-0.007960676,0.009358546,0.007951313057224315,0.01157227998571522,0.005716807616943835
44,0.0229155397987457,0.00576287000917983,0.007108467481925209,-0.00484686,0.01339649,0.010711452384277502,0.013736871555006363,0.006925278816178304
45,0.0013061452175584,0.0026916724994754154,0.0030028979990643547,-0.007974372,0.0013129471,0.0013137397579261886,0.0019905312707674473,0.0023280241584284224
46,0.0043969663928573,0.0036036050310810927,0.004379308115635232,-0.007815187,0.003975596,0.003529185114028019,0.005798716418600805,0.004186766852908509
47,0.0021071870140335,0.0027662622684698226,0.0006227132869081201,-0.0072306246,0.00091296725,0.0008474100277025495,0.0033081268923442677,0.0021399934257438262
48,0.0065469233082414,0.0029275512417211765,0.0010194265078328742,-0.00465296,0.0018777188,0.0013137397579261886,0.0029747761890149957,0.003833265758941844
49,-0.0211492391986794,-0.0018221675896957909,-0.007795809395465674,-0.0077692196,-0.009166811,-0.002699009924304937,-0.011747904033002113,-0.0013776355110776371
50,0.0087260244424155,0.0053778726230585576,0.005456304350138338,-0.007734929,0.011657915,0.008973462051512024,0.012989915108212903,0.006312382813127468
51,0.0014628971017696,0.0026333582386248054,0.00033672287087056687,-0.0068375515,0.0007551659,0.0008474100277025495,0.002603874374071387,0.0029893112812453566
52,0.0023226867677203,0.0028177802686410094,0.0010901981011788723,-0.0071332855,0.0013447218,0.0013137397579261886,0.0033259642215315343,0.0030019527296624455
53,-0.0083276523927662,0.0021287799123960944,-0.0032338605140258053,-0.0054402845,-1.680141e-05,0.0005370855593962789,0.0012013650882894945,0.001182549356462224
54,0.0171191897787429,0.003848735541501752,0.024964929365600103,-0.007830773,0.0028503542,0.0015095810901558126,0.0037075485560170026,0.005588532873409654
55,-0.0046005154792635,0.0021201343174926976,0.0013092251479425309,-0.0046698493,0.00028931297,0.0008474100277025495,0.0010938303671431092,0.001015336170236243
56,0.0056821771120837,0.003350843550052758,0.0027306266824209105,-0.004822545,0.0037600582,0.0034559267419696266,0.00514895078429584,0.0037409521268489134
57,-0.0076777053162769,0.0007474376418674703,-0.001435640671304206,-0.004728132,-0.0055363667,-0.002699009924304937,-0.005466702231476399,-0.0013813937463548875
58,-0.0103162320487882,0.0014430212039114277,-0.0015336799419700502,-0.0053391866,-0.0029186103,-0.0013192360727708136,-0.0030670246112926053,2.9006916068043294e-05
59,-0.015541182584949,0.0015984597097324364,-1.0083020318104978e-05,-0.007903514,-0.0028445742,-0.0013192360727708136,-0.002526167342465722,0.0012295022725276232
60,0.008068886344877,0.003671106833717809,0.007435590213061735,-0.004883994,0.0039669373,0.003529185114028019,0.006261406264418724,0.004196983532335786
61,-0.0013507140933978,0.0023989808087921303,0.001995059835142105,-0.0047332062,0.00039330774,0.0006091851931052824,0.0017572824351614429,0.0018021107929961492
62,-0.0107781069612072,0.0013571167861496686,-0.001862450590920505,-0.004928469,-0.0030223047,-0.0013192360727708136,-0.0035344139884397278,-0.00026986460150574525
63,-0.0011096038811127,0.0015617857209796245,0.0015331828199302783,-0.0052075973,-0.0027408802,-0.0013192360727708136,-0.00231361699478542,0.0015634996363295772
64,-0.0110856251005198,-0.0008885899816898322,-0.002334169521314205,-0.007997639,-0.008901177,-0.002699009924304937,-0.008878001476172435,-0.0015306979033907382
65,0.0165898770024685,0.006421827514122274,0.004104960558411101,-0.00805031,0.013766094,0.010764985715705071,0.014670640032407594,0.007887079634686402
66,0.0189803472229856,0.0052979310701342704,0.007297393137470493,-0.0078190295,0.010726578,0.008973462051512024,0.01204646582785539,0.006144787207936687
67,-0.0070745724461564,0.0013247672343326558,3.689539292398925e-05,-0.0040716836,-0.0031688828,-0.0013192360727708136,-0.003328462403017789,0.0011470817013680152
68,0.0117790660355952,0.004655935488259136,0.005117041118785679,-0.0047380147,0.007572454,0.006348766413025307,0.009803753565568228,0.005147937031367135
69,0.0087758293122706,0.003932678402439857,0.00403604116084015,-0.007983086,0.0061502806,0.005533568742932692,0.006849966885927447,0.0034041050973206343
70,-0.0065117999316905,0.0013238554643254922,0.003651851931970782,-0.0046171583,-0.004054605,-0.002699009924304937,-0.0032785877209676973,0.00042433603175934514
71,0.0020506336090659,0.0018492972971772864,0.003551297415968287,-0.007279671,-0.0020489811,-0.0005790837984669749,-0.0012261680291907285,0.0018747358560565024
72,-0.0102787693464953,0.0014384519534877175,-0.0017509930692344014,-0.0053036725,-0.0029186103,-0.0013192360727708136,-0.0032254354149273867,-0.0002222676717778321
73,-0.0109015829203253,0.0017777771684849963,-0.0040461200583407665,-0.004323376,-0.0013022304,-3.6376183975272224e-05,-0.002488205333571413,-0.0008604159979239212
74,0.0027913408989981,0.0034980786006238032,0.0036077201955585737,-0.00794389,0.0038067894,0.003503952032186231,0.005020854633868363,0.0038022197147353537
75,0.0220611859396924,0.005835484928198735,0.005860046246297944,-0.0049667675,0.0130562335,0.010764985715705071,0.012476101243876228,0.006675067643878601
76,-0.0011172550416481,0.002444677553546378,0.0037764071135301235,-0.007941189,0.0007173154,0.0008474100277025495,0.0019745293705935234,0.0026838923323551445
77,-0.0010958448294893,0.001674758507363071,0.00013400972692377555,-0.007999424,-0.0020049056,-0.0005790837984669749,-0.0026493844136194055,0.001373617757229416
78,-0.0040485307604699,0.0014678386729303906,0.0002723919730467524,-0.007944283,-0.0028219714,-0.0013192360727708136,-0.003697195713737871,0.0011833511462876782
79,-0.0096810988268451,0.0020256406691550434,-0.0014896300627727224,-0.0077779675,-0.0008909869,0.00017334563207155803,-0.00018197346454119608,0.00273798867988748
80,0.0054062260462404,0.003379362764771914,0.0004076696552015322,-0.007584854,0.0037979085,0.0034559267419696266,0.004880696707504028,0.0024310161512542394
81,-0.0040351831013924,0.0008834761351196917,1.6837267607270993e-05,-0.007882775,-0.005358637,-0.002699009924304937,-0.004265318660748157,0.0007022012732000324
82,-0.0082478607669207,0.0005885367108936111,-0.001757658752487002,-0.0043230187,-0.005741871,-0.002699009924304937,-0.005477474448749481,-0.0015436635714975002
83,-0.0032834699748232,0.0023631271906178583,0.0027170861096295954,-0.007954252,0.00088494655,0.0013137397579261886,0.0012297251175542876,0.0021553514180352226
84,0.0119401312166723,0.004695640178571247,0.005932376614608536,-0.007955226,0.007741382,0.006348766413025307,0.010345507789762088,0.005274762094276086
85,-0.0142773881337652,0.000812471976754331,-0.005882442160648521,-0.007935646,-0.004862635,-0.002699009924304937,-0.005910006803121354,3.788739417733434e-05
86,-0.0080977337901489,0.0017454631004473592,-0.0017968441993091357,-0.007988677,-0.0013022304,-3.6376183975272224e-05,-0.002439644931858374,0.0014027901042853686
87,0.0021068711494394,0.0027660627871713733,0.0009418316687926391,-0.007232707,0.00091296725,0.0008474100277025495,0.003205721487976163,0.003777257466189468
88,0.0094471308575718,0.00390889692382713,0.0031264653201425923,-0.008006533,0.0061502806,0.005533568742932692,0.006513219912301463,0.003277809300800696
89,0.0008686847307026,0.0023518497257072127,-0.00013597522012597516,-0.007809301,0.00089360523,0.0013137397579261886,0.001024485243363424,-0.000413188117624177
90,0.0099240073506784,0.003225126386952101,0.007665856174800809,-0.0046787704,0.0022633758,0.0015375728284873242,0.0033775494517682527,0.0024122020552179114
91,0.0115225106887697,0.004239603356989656,0.0014835486802980006,-0.0059121605,0.0067564454,0.005889196348413121,0.007142588319188735,0.003855175166636705
92,-0.0039835194470798,0.0014939255440462925,0.00027739470092800946,-0.00793676,-0.0027756018,-0.0013192360727708136,-0.0035928601325293814,0.0010902853362404477
93,0.0022297565391323,0.0015874660097672396,0.00838659128988813,-0.007998235,-0.0035015526,-0.002353040904570449,-0.0038348088607980534,0.0019835829221535204
94,0.0117822435501503,0.004292258455958133,0.0020331945714134906,-0.005899734,0.006952765,0.0061616093695948445,0.007270842828858082,0.004894822217443089
95,-0.0001431360369675,0.0023986544708630687,0.0024401648080749584,-0.007952253,0.00036818333,0.0006091851931052824,0.0015132723819386565,0.0025740376071016497
96,-0.0101220769302848,0.0019858989045761707,-0.0016419364932876166,-0.004568533,-0.0009445922,0.00017334563207155803,-0.0004544946322182596,0.002476157840446674
97,0.0011488784472274,0.002649564485977436,0.0025088835121369864,-0.007987223,0.0013129471,0.0013137397579261886,0.002067709493927507,0.0026044103929295896
98,-0.0049009510586738,0.0006975016348697012,-0.0009161478226316043,-0.0044233366,-0.006892037,-0.002699009924304937,-0.004836038356028674,-0.0007142126596980112
99,-0.0030888102173399,0.0018545611295299517,0.0010995780577726455,-0.004784982,-0.0027116886,-0.0013192360727708136,-0.001371699947289237,0.0025116639362048766
100,-0.0049013141170886,0.0012919503423470665,-0.00013415299791417383,-0.004536192,-0.0040719057,-0.002040944218371725,-0.0038094680029891735,0.0008642506909380932
101,0.005614999726623,0.0034197644687699036,0.0008808928797224272,-0.007549545,0.0037947414,0.003503952032186231,0.004833573912321387,0.003368808585586816
102,-0.0042674693307033,0.0008312044326973527,-0.0002726156178778994,-0.007923349,-0.005358637,-0.002699009924304937,-0.004370609129683242,0.0001787556893323456
103,0.0024930053568133,0.003427326223924017,0.003947354167463036,-0.007983713,0.0038067894,0.003503952032186231,0.005005015768801578,0.003995350498820875
104,-0.0073688008882993,0.0007872253068657866,-0.0013483600603391302,-0.007946513,-0.0055363667,-0.002699009924304937,-0.00547668247441528,-0.0013214230291962595
105,0.0081710766706529,0.003802399994412492,0.002755405585016792,-0.0047325105,0.005538725,0.004979680312131226,0.006751993028895821,0.0034833042932945436
106,0.0131361593295681,0.004891437485691149,0.007004613599361977,-0.007962996,0.009358546,0.007951313057224315,0.010982962398455158,0.005500127290979444
107,0.0115779332112486,0.004250790695777346,0.0028019896247952264,-0.005913661,0.006918703,0.005889196348413121,0.007417115555952001,0.005442068420896016
108,0.0109610504709717,0.004116119000962851,0.0019952869085130493,-0.0054633403,0.0062494236,0.005533568742932692,0.00703060384570444,0.004966693255522618
109,-0.0073901866241758,0.0011305815696142528,0.0032385964532750068,-0.0037978697,-0.0048171496,-0.002699009924304937,-0.003472741121975402,0.00015780227244070136
110,-0.0010442654685734,0.0024492989252411805,0.0037459727580701338,-0.007949133,0.0007173154,0.0008474100277025495,0.001708844292404163,0.0026421985695279458
111,0.0019270371581053,0.003059980821049354,0.0017055026399540188,-0.0078087607,0.0026442062,0.0025410641337237643,0.004350335103265228,0.003033460238632419
112,-0.0127165682407103,0.0009865179952208247,-0.002081179898211754,-0.008000208,-0.004862635,-0.002699009924304937,-0.005091336519011424,-0.0008326966497022867
113,-0.0009987953889304,0.0017498228984933538,0.001534733057853445,-0.0047599315,-0.0020576399,-0.0005790837984669749,-0.002720041047133259,0.0013922030897701994
114,-0.0008805448069766,0.0018824994603096287,0.001739068232897973,-0.007842705,-0.001030322,0.00017334563207155803,-0.0014872643401438374,0.0009761589849771163
115,-0.0038175222737116,0.0013228340584150555,0.001244582261885179,-0.0048139067,-0.0034520677,-0.002040944218371725,-0.0028668254664069494,0.00137228312986346
