,crsp_fundno,crsp_portno,date,mth_return,exp_ratio,turn_ratio,normalised_flow,gdp_to_debt_ratio,gdp_growth_rate,unm_rate,infl_rate,mktrf,smb,hml,rmw,cma,rf,umd,excess_return,rolling_sharpe,mkt_return,rolling_alpha_3f,rolling_alpha_4f,rolling_alpha_5f,shortrun_momentum
38871,8552.0,1022119.0,2019-04-30,0.06443719412724325,0.0070999999999999995,0.39,-0.22639344262295083,102.922,2.9665,3.6,1.91,0.0397,-0.0115,0.0216,0.0159,-0.0222,0.0021,-0.0297,0.06441619412724325,0.8996388790689794,0.05457412825448538,-9.950487389937153e-05,0.004613780443955554,0.0004910260184553365,0.012650560834993607
39060,8552.0,1022119.0,2019-05-31,-0.074712643678161,0.0070999999999999995,0.39,-0.22826446280991736,102.922,2.9665,3.6,1.91,-0.0694,-0.0159,-0.0237,-0.0046,0.0177,0.0021,0.0758,-0.07473364367816099,0.21118811042688676,-0.08398166967131282,-0.006162164480798686,-0.0039407617991035,-0.0053849630458434345,0.007933340105810519
39199,8552.0,1022119.0,2019-06-28,0.06915113871635614,0.0070999999999999995,0.39,-0.21246153846153845,102.922,2.9665,3.6,1.91,0.0693,0.0037,-0.007,0.009,-0.0044,0.0018,-0.0225,0.06913313871635614,0.5238884733521382,0.0761957306387655,-0.004331242119526568,-0.003634799540742405,-0.0036588373110009263,0.004029166647833445
39473,8552.0,1022119.0,2019-07-31,0.03485670023237786,0.0070999999999999995,0.39,-0.20924242424242423,104.615,2.9665,3.7,1.91,0.0119,-0.0178,0.0047,-0.0007,0.0034,0.0019,0.0288,0.03483770023237786,0.6074449873093618,0.023164887502345577,-0.0023452262461917056,-0.0005312669926439712,-0.0016598097814322116,0.0046387489335915815
39703,8552.0,1022119.0,2019-08-30,-0.014970059880239472,0.0070999999999999995,0.39,-0.7883453468749999,104.615,2.9665,3.7,1.91,-0.0258,-0.0324,-0.0479,0.0056,-0.0068,0.0016,0.0691,-0.014986059880239473,0.24094086820860017,-0.020102460442914416,-0.003016766364169872,-0.001552530548823157,-0.0010874242059745838,0.003259873790099288
39877,8552.0,1022119.0,2019-09-30,-0.0011398176291793627,0.0070999999999999995,0.39,-0.3767835661538461,104.615,2.9665,3.5,1.91,0.0143,0.0026,0.0677,0.0184,0.0339,0.0018,-0.0683,-0.0011578176291793627,0.2711705084409246,0.007599817359576155,-0.0016362617393655592,-0.0008417368264026295,0.0003546935278041039,0.0026948594346505685
40205,8552.0,1022119.0,2019-10-31,0.03575503993914042,0.0070999999999999995,0.39,-0.3365640949640288,105.782,2.9665,3.6,1.91,0.0206,0.0027,-0.019,0.0043,-0.0095,0.0016,0.0015,0.03573903993914042,1.023973703752191,0.04314885241984778,0.00032976658696145904,0.00032210723825398975,0.0010235909560882424,-0.003667015635595979
40408,8552.0,1022119.0,2019-11-29,0.046272493573264795,0.0069,0.18,-0.22952424649999997,105.782,2.9665,3.6,1.91,0.0388,0.0045,-0.0199,-0.0163,-0.0125,0.0012,-0.0264,0.046260493573264796,1.3606823970143507,0.03956659235583371,0.0033181097213624004,0.003174387215296801,0.005155374795153484,-0.003142515417343931
40854,8552.0,1022119.0,2019-12-31,0.03166826099299569,0.0069,0.18,3.0718374365853656,105.782,2.9665,3.6,2.29,0.0277,0.0097,0.0178,-0.0002,0.0123,0.0014,-0.0187,0.03165426099299569,2.473467115733829,0.03919599952029951,0.0018004095676176883,0.0008100029698767074,0.006527420902904143,-0.0027385499301933645
41117,8552.0,1022119.0,2020-01-31,0.03831982313927784,0.0069,0.18,-0.23771759326923078,106.886,2.467,3.5,2.29,-0.0011,-0.044,-0.0625,-0.012,-0.023,0.0013,0.0597,0.03830682313927784,2.342805940840057,0.029593195047918686,0.0021631670478939255,0.0010603070606742485,0.007173217402917875,0.002634930260495475
41183,8552.0,1022119.0,2020-02-28,-0.060326472675656495,0.0069,0.18,-0.12513477715736038,106.886,2.467,3.5,2.29,-0.0813,0.0004,-0.038,-0.0149,-0.0252,0.0012,-0.0035,-0.06033847267565649,1.3287176548466813,-0.05890887084669505,0.005980178470528153,0.003880451375699593,0.006375250143992724,-7.290408830203561e-05
41495,8552.0,1022119.0,2020-03-31,-0.08987915407854985,0.0069,0.18,-0.6556054731428572,106.886,2.467,4.4,2.29,-0.1339,-0.0824,-0.1388,-0.0156,0.0126,0.0013,0.0796,-0.08989215407854985,0.41738640163985924,-0.07661818686255861,0.006171286342387377,0.005605934008869706,0.005835784089162818,-0.001983980317864509
41880,8552.0,1022119.0,2020-04-30,0.15560165975103724,0.0069,0.18,-0.12581479904761902,132.815,2.467,14.7,2.29,0.1365,0.0256,-0.0134,0.0273,-0.0103,0.0,-0.0526,0.15560165975103724,0.7210884846985538,0.15191780452102122,0.005139227663372345,0.004831323387406661,0.006155676796903957,-0.003664904604978888
42140,8552.0,1022119.0,2020-05-29,0.07791741472172342,0.0069,0.18,-0.11280333043478263,132.815,2.467,13.2,2.29,0.0558,0.0199,-0.0485,0.0093,-0.0324,0.0001,0.0041,0.07791641472172342,1.451526599539917,0.06166545254272715,0.007691531204165053,0.008920233556625011,0.007750875700077875,0.002224950064340351
42448,8552.0,1022119.0,2020-06-30,0.06195869420386413,0.0069,0.18,0.03069011085271319,132.815,2.467,11.0,2.29,0.0246,0.0197,-0.0223,0.0013,0.0053,0.0001,-0.0073,0.06195769420386413,1.4280982990343938,0.06292893421195567,0.010741424591232384,0.012048447287631223,0.01075432114961373,0.006321859133640251
42689,8552.0,1022119.0,2020-07-31,0.07151819322459207,0.0069,0.18,-0.15239472077464786,124.261,2.467,10.2,2.29,0.0577,-0.0318,-0.0144,0.004,0.0103,0.0001,0.0759,0.07151719322459207,1.561898918198494,0.07374631920769303,0.008853420767629426,0.009292032534544928,0.00860971697525563,0.004351198729267924
42985,8552.0,1022119.0,2020-08-31,0.09309133489461385,0.0069,0.18,-0.13155368121019112,124.261,2.467,8.4,2.29,0.0763,-0.0095,-0.0288,0.0433,-0.0126,0.0001,0.0044,0.09309033489461385,2.016700284255172,0.110474379458257,0.009743552305803893,0.011568269301504095,0.009504979957234039,-0.006860470184945215
43279,8552.0,1022119.0,2020-09-30,-0.055972147830744556,0.0069,0.18,-0.3172076663265306,124.261,2.467,7.9,2.29,-0.0363,-0.0005,-0.0265,-0.0128,-0.0196,0.0001,0.0314,-0.05597314783074456,1.6580773111409193,-0.05719245079389301,0.0036222942172525778,0.00459830994754577,0.003950975607953287,-0.006130289194531883
43509,8552.0,1022119.0,2020-10-30,-0.031205673758865293,0.0069,0.18,-0.3215829444827586,125.733,2.467,6.9,2.29,-0.021,0.0454,0.0431,-0.0076,-0.0088,0.0001,-0.032,-0.031206673758865294,1.3384315709536447,-0.03197648188395352,0.004493962261426697,0.00558541065153575,0.0049226999748880965,-0.005130644491802154
43645,8552.0,1022119.0,2020-11-30,0.10980966325036601,0.0069,0.21,-0.06822334735202493,125.733,2.467,6.7,2.29,0.1247,0.0705,0.0215,-0.0222,0.0128,0.0001,-0.1247,0.109808663250366,1.514094440857884,0.10995888841541435,0.005344766484963846,0.005193020333472631,0.006177143587393736,0.0006139619743961156
44125,8552.0,1022119.0,2020-12-31,0.04880301677677035,0.0069,0.21,2.1127367528901737,125.733,2.467,6.7,1.36,0.0463,0.047,-0.0134,-0.0188,-0.0026,0.0001,-0.0238,0.048802016776770346,1.576116460798956,0.05053340189576172,0.004432371830625113,0.004418085809889664,0.005308672338453212,-0.0003696007196504943
44374,8552.0,1022119.0,2021-01-29,-0.00429760945474067,0.0069,0.21,2.1563625855457227,124.168,-2.2135,6.3,1.36,-0.0003,0.0708,0.0285,-0.0392,0.0518,0.0001,0.0453,-0.00429860945474067,1.4012798347599789,0.0028785538945379496,0.00338736906839328,0.0022820980493258036,0.0033838831950147898,-0.0030185912111061106
44603,8552.0,1022119.0,2021-02-26,0.030213110331804627,0.0069,0.21,-0.1345894985590778,124.168,-2.2135,6.2,1.36,0.0278,0.0456,0.071,0.0039,-0.0195,0.0,-0.0793,0.030213110331804627,1.8709147847291183,-0.0012331903022978485,0.007822388276541314,0.007932439915143901,0.007826826022414534,0.007513250721944161
44766,8552.0,1022119.0,2021-03-31,0.00026184865147960146,0.0069,0.21,-0.2592299565714286,124.168,-2.2135,6.1,1.36,0.0308,-0.0078,0.0727,0.0634,0.0357,0.0,-0.0616,0.00026184865147960146,2.6222579171022455,0.014098209832663189,0.0008391861707645765,-0.0012805789467301917,-0.0003858386310472651,0.0034779253678800894
45298,8552.0,1022119.0,2021-04-30,0.06570680628272241,0.0069,0.21,-0.15306945026455027,122.083,-2.2135,6.1,1.36,0.0493,-0.0316,-0.0095,0.0247,-0.0271,0.0,0.0122,0.06570680628272241,2.618807858972918,0.05876506409431559,0.0024732030078759154,0.0004807937495971519,0.0015234816981151977,0.008183893880441903
45596,8552.0,1022119.0,2021-05-28,-0.010808155244411588,0.0069,0.21,-0.16621269971830988,122.083,-2.2135,5.8,1.36,0.0029,0.012,0.0713,0.024,0.0302,0.0,0.009,-0.010808155244411588,2.1110490737540317,-0.012571460940557055,0.002542011472361449,5.587456289077308e-05,0.0020827787211957355,-0.001710437765543767
45728,8552.0,1022119.0,2021-06-30,0.06953066799106034,0.0069,0.21,-0.2407498088082902,122.083,-2.2135,5.9,1.36,0.0275,-0.0041,-0.0775,-0.0204,-0.0102,0.0,0.0216,0.06953066799106034,2.134793318535954,0.06344130490034017,0.0021233421086110163,1.0503369205289853e-05,0.0028018860878662594,0.004931470325090818
46059,8552.0,1022119.0,2021-07-30,0.019735314604132803,0.0069,0.21,-0.22721131100244502,118.84,-2.2135,5.4,1.36,0.0127,-0.0459,-0.0181,0.0548,-0.0052,0.0,-0.0231,0.019735314604132803,1.9005268583056358,0.027832783093796554,0.0014398265821698487,0.0005744246075737557,0.002905779627161157,-8.159990093270508e-05
46360,8552.0,1022119.0,2021-08-31,0.03688524590163933,0.0069,0.21,-0.11805980960187351,118.84,-2.2135,5.1,1.36,0.0291,-0.0071,-0.001,-0.0022,-0.0182,0.0,0.0249,0.03688524590163933,1.7212251426801837,0.04161855084210142,0.0017064595598278304,0.0006181396843447443,0.0036051305899759724,-0.0022471367798018913
46760,8552.0,1022119.0,2021-09-30,-0.05797101449275366,0.0069,0.21,-0.1308058982758621,118.84,-2.2135,4.7,1.36,-0.0437,0.0109,0.051,-0.0195,0.0209,0.0,0.015,-0.05797101449275366,1.6976132076724681,-0.057300759753554864,0.008007524260419327,0.007484091210076899,0.008452948019129596,-0.004500342723108212
47085,8552.0,1022119.0,2021-10-29,0.06689976689976707,0.0069,0.21,-0.11907442757847535,119.535,-2.2135,4.5,1.36,0.0665,-0.0272,-0.0045,0.0172,-0.0144,0.0,0.0324,0.06689976689976707,2.3909148163854574,0.07902516199290655,0.008460674340460373,0.008591561223295215,0.010277496827013746,-0.005842984924266788
47207,8552.0,1022119.0,2021-11-30,-0.004588158182215474,0.0069,0.17,-0.10142138385650223,119.535,-2.2135,4.1,1.36,-0.0155,-0.0177,-0.0041,0.0727,0.0174,0.0,0.0086,-0.004588158182215474,1.9383457495334078,0.018008942336525058,0.007296874543522609,0.007901729319082439,0.009800037297756518,-0.011797583450359602
47566,8552.0,1022119.0,2021-12-31,0.006014059147483541,0.0069,0.17,2.8396231555813953,119.535,-2.2135,3.9,7.04,0.031,-0.0079,0.0322,0.0483,0.0432,0.0001,-0.0274,0.006013059147483541,1.6521414190505543,0.011413055911385639,0.007374758016849579,0.008487089779698259,0.010607060487579343,-0.013373830791927369
47978,8552.0,1022119.0,2022-01-31,-0.09214935375777888,0.0069,0.17,-0.023063587852494544,120.565,5.8002,4.0,7.04,-0.0625,-0.0409,0.128,0.0084,0.0774,0.0,-0.0262,-0.09214935375777888,0.7571004542148897,-0.08517300569503083,0.010722269414561569,0.010797410033797179,0.01230165532869313,-0.011657481781796894
48092,8552.0,1022119.0,2022-02-28,-0.06327445293962564,0.0069,0.17,-0.22162660288888886,120.565,5.8002,3.8,7.04,-0.0229,0.0292,0.031,-0.021,0.0316,0.0,0.0177,-0.06327445293962564,0.19613498103663818,-0.04636556765923594,0.00047522486475904194,-0.001800206561979949,0.0029763639318331238,-0.009761410035679948
48601,8552.0,1022119.0,2022-03-31,0.02814522938361952,0.0069,0.17,-0.10427576279569892,120.565,5.8002,3.6,7.04,0.0306,-0.022,-0.0176,-0.015,0.0318,0.0001,0.0297,0.028144229383619518,0.3439737716065931,0.042189120531221924,-0.0006190732477622434,-0.003231824926779357,0.0031375181367487587,-0.012643041496913384
48780,8552.0,1022119.0,2022-04-29,-0.1374212975636463,0.0069,0.17,-0.12213659874055414,118.456,5.8002,3.7,7.04,-0.0946,-0.004,0.0617,0.0347,0.0587,0.0001,0.0487,-0.1374222975636463,-0.6262900272204738,-0.13368546249348623,-0.0036518801586262538,-0.002081290933377949,0.0011042277680654898,-0.011562870499384056
48909,8552.0,1022119.0,2022-05-31,-0.019041574103459302,0.0069,0.17,0.01331947585470087,118.456,5.8002,3.6,7.04,-0.0034,-0.0016,0.0859,0.017,0.0399,0.0003,0.0246,-0.019044574103459302,-0.6630367135997938,-0.01654636389085884,-0.004343775448736758,-0.004451556052111993,0.00036785477637212103,-0.006758312143454311
49434,8552.0,1022119.0,2022-06-30,-0.08832093173730182,0.0069,0.17,-0.16532134319248826,118.456,5.8002,3.6,7.04,-0.0844,0.0136,-0.061,0.0174,-0.0472,0.0006,0.0073,-0.08832693173730183,-1.421586419472364,-0.09004674207505148,-0.009272936875455376,-0.009685976361675598,-0.008136111780671498,-0.0015017449816702906
49645,8552.0,1022119.0,2022-07-29,0.11462029808374741,0.0069,0.17,-0.1482671414736842,117.726,5.8002,3.5,7.04,0.0957,0.0183,-0.0403,0.0085,-0.0682,0.0008,-0.0394,0.11461229808374741,-0.8283191948535185,0.12554634799256936,-0.006717525612105653,-0.00588997024681346,-0.007652392843791527,-0.003898483261224254
49882,8552.0,1022119.0,2022-08-31,-0.052849411015600145,0.0069,0.17,-0.2015753177130045,117.726,5.8002,3.6,7.04,-0.0377,0.0152,0.0029,-0.0479,0.0133,0.0019,0.021,-0.05286841101560014,-1.2065502118226321,-0.052204281242511974,-0.007570204893058884,-0.006581410791623438,-0.007026238200424556,-0.0032817897813868235
50121,8552.0,1022119.0,2022-09-30,-0.11294117647058821,0.0069,0.17,-0.5910502485611512,117.726,5.8002,3.5,7.04,-0.0935,-0.0104,0.0002,-0.0146,-0.0079,0.0019,0.0351,-0.11296017647058822,-1.353359575678173,-0.10599799038066027,-0.008730785392451304,-0.00762073608400614,-0.0090336239017352,-0.006171455257279357
50530,8552.0,1022119.0,2022-10-31,0.023872679045092715,0.0069,0.17,-0.21504745517241378,117.526,5.8002,3.6,7.04,0.0783,0.0188,0.0806,0.0331,0.0662,0.0023,0.0396,0.023849679045092716,-1.6038537060204867,0.039589999723174785,-0.00902712849973598,-0.00770598087381728,-0.00725774539212308,-0.007768545513699395
50842,8552.0,1022119.0,2022-11-30,0.05292376017764622,0.006999999999999999,0.36,-0.2130836412541254,117.526,5.8002,3.6,7.04,0.0461,-0.0275,0.0141,0.0632,0.032,0.0029,-0.0198,0.052894760177646216,-1.301363803348963,0.05475300582979936,-0.0100603194239985,-0.008969551674757653,-0.007444009886868538,-0.008163250806721053
51083,8552.0,1022119.0,2022-12-30,-0.06897112729098676,0.006999999999999999,0.36,1.219437084754522,117.526,5.8002,3.5,6.45,-0.0641,-0.0014,0.0134,0.0027,0.0421,0.0033,0.0453,-0.06900412729098676,-1.5880613353306512,-0.09063128892379857,-0.007790388407274855,-0.005622653685509141,-0.006036920955669826,0.0013711984341922001
51553,8552.0,1022119.0,2023-01-31,0.10317460317460325,0.006999999999999999,0.36,-0.10020962752941176,115.808,1.9355,3.5,6.45,0.0664,0.0442,-0.04,-0.0242,-0.0444,0.0035,-0.1602,0.10313960317460326,-0.7687098943848341,0.1062335870963802,-0.005019588505255145,-0.004404964843443795,-0.0028280644352708523,0.0055906440196272405
51812,8552.0,1022119.0,2023-02-28,-0.0003597122302159139,0.006999999999999999,0.36,-0.0946697180952381,115.808,1.9355,3.6,6.45,-0.0259,0.0066,-0.0083,0.0103,-0.0132,0.0034,0.0013,-0.00039371223021591393,-0.5567964087142294,-0.0049421515292951135,-0.0019354340434570017,-0.0015357652567710087,-0.00014452831178356738,0.007727872336704689
51883,8552.0,1022119.0,2023-03-31,0.09391867578265556,0.006999999999999999,0.36,-0.1159452712446352,115.808,1.9355,3.5,6.45,0.0251,-0.0693,-0.0887,0.0233,-0.0239,0.0036,-0.0245,0.09388267578265556,-0.30524776258647157,0.09460373099596464,0.002000031297124484,0.00030425854363368143,0.004021461728453102,0.00027946672133105643
52238,8552.0,1022119.0,2023-04-28,-0.0023026315789473895,0.006999999999999999,0.36,-0.1161946159139785,117.77,1.9355,3.4,6.45,0.0061,-0.0257,-0.0005,0.0242,0.0285,0.0035,0.0162,-0.0023376315789473893,0.16405127491585517,0.004903945871675086,0.0008220770149993673,-0.00018448482771519711,0.00282776142885598,-0.0011030644549507862
52538,8552.0,1022119.0,2023-05-31,0.10187932739861538,0.006999999999999999,0.36,-0.06562075984555985,117.77,1.9355,3.6,6.45,0.0035,-0.0038,-0.0774,-0.0182,-0.072,0.0036,-0.0065,0.10184332739861539,0.5855415440896995,0.076106020881614,-0.0004656127416597586,-0.00037015616882551255,0.0022185934556521814,0.005960557951023275
