,date,rolling_alpha_5f,lasso,ridge,lstm,xgboost,lgbm,rf,pca,benchmark_alpha,simple_avg,err_weighted
0,2019-03-29,-0.0102602722798735,0.0004775631789299,0.0110729204250164,-0.007948392,-0.0055711265,-0.0026990099243049,-0.0058034394308402,0.0011393420353712,0.0,-0.001333163173689657,-0.001333163173689657
1,2019-03-29,-0.0011174313526037,0.0024420421526416,0.0020795926849766,-0.007949136,0.0007173154,0.0008474100277025,0.0017391383900709,0.0018441576779823,0.0,0.0002457886190534142,0.0008971449325043525
2,2019-03-29,-0.0047921184639284,0.0021630252511671,-0.0011472670853304,-0.007846312,-0.0011874501,-3.6376183975272224e-05,-0.0018013619266167,0.0028821485070067,0.0,-0.000996227648249796,-0.0018471606935245354
3,2019-03-29,-0.009495014187664,0.0014045588183573,-0.0020354219294633,-0.007929047,-0.002929855,-0.0013192360727708,-0.0030209774819146,0.0010365359502396,0.0,-0.002113348959364543,-0.004452524930013582
4,2019-03-29,0.0017060638969307,0.0030044925594438,0.0013920083299674,-0.00786597,0.0021135765,0.001621521679933,0.0041010057192041,0.0033489883097971,0.0,0.0011022318711922002,0.0017586735594214997
5,2019-03-29,-0.000404725175316,0.0021066044825543,-0.0008932319980417,-0.0042843167,0.00029797165,0.0008474100277025,0.0005442280316584,-0.0008410878370355,0.0,-0.0003174889061659999,-0.0002835015378729643
6,2019-03-29,0.004728290544274,0.0032363019757629,0.0008242474512198,-0.0038243285,0.0034183317,0.0032869181423191,0.0045141108797032,0.0037151503934537,0.0,0.0021672474346369573,0.003868517526988346
7,2019-03-29,0.0006220432674928,0.0022946705538219,-0.0001142042363352,-0.004631945,0.00080444716,0.0013137397579261,0.0007945894709638,-0.0001393889022061,0.0,4.59869720243573e-05,0.0006834557717459226
8,2019-03-29,-0.0104237296580684,0.0019061470501002,-0.0036325196377151,-0.00471701,-0.0009963617,0.0001733456320715,-0.0020753571120136,-8.743112296600956e-05,0.0,-0.001347026698646144,-0.0018928497146554505
9,2019-03-29,0.0189820473020122,0.0063360938926704,0.0036743393167609,-0.007609277,0.013772994,0.010764985715705,0.0125795859559159,0.0048811378950778,0.0,0.0063428371108757145,0.009297084172679333
10,2019-03-29,-0.0030381926295786,0.0023971859715905,0.0024213866183336,-0.007954289,0.00088494655,0.0013137397579261,0.0014454514567956,0.0023831381275529,0.0,0.00041307992602838565,0.0003800815073833443
11,2019-03-29,0.0030532062930657,0.0033044664551881,0.0022236989799817,-0.007876049,0.0037600582,0.0034559267419696,0.005080341642184,0.0038833239490834,0.0,0.0019759667097724,0.0033290529539575283
